player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Tyrone Legette,84413,CB,S ALABAMA,5,0,,0,0,288,51.6,42.5,73.3,,46.8,,,0,0,20,20,0.0,0,0
Darius Rush,84416,CB,S CAROLINA,1,0,,0,0,289,81.7,82.2,72.9,,60.0,77.0,,0,0,7,7,0.0,0,0
Cedric Tillman,84434,WR,TENNESSEE,1,0,-8.0,0,0,307,,60.0,60.0,,60.0,72.6,0.0,0,1,1,1,100.0,1,1
Kendall Parham,84458,WR,UAB,1,0,-1.0,0,0,321,,62.1,60.0,,60.6,74.4,0.0,0,2,1,1,100.0,1,1
TD Marshall,84462,CB,UAB,14,0,16.6,0,0,321,65.9,60.2,44.3,61.4,33.8,50.5,36.4,4,4,260,266,0.4,1,7
Kyle Philips,84463,WR,UCLA,1,0,,0,0,324,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Sam Lockett III,84482,S,UTAH ST,3,1,8.5,0,0,329,65.3,71.3,74.6,,74.4,80.3,0.0,0,0,12,12,0.0,0,2
Brady Schipper,84518,HB,WISCONSIN,1,0,,0,0,349,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Luke Martin,84526,LB,CHARLOTTE,12,9,5.8,0,0,136,72.1,52.6,80.8,59.7,38.4,56.3,14.8,4,0,130,130,5.4,7,14
Lance McMillan,84527,CB,CHARLOTTE,11,1,3.8,1,0,136,55.3,57.1,81.6,53.4,65.4,75.1,0.0,0,1,113,113,0.9,1,4
DJ Anderson,84528,CB,CHARLOTTE,6,0,6.0,0,0,136,51.3,55.0,75.9,68.2,58.1,81.2,0.0,0,0,43,43,0.0,0,1
Matt Martinez,84530,S,CHARLOTTE,5,0,11.0,0,0,136,77.2,60.1,86.1,60.0,28.2,49.7,66.7,2,0,21,21,0.0,0,1
Jonnie Pitman,84533,CB,CHARLOTTE,10,1,4.5,0,0,136,49.8,50.3,51.7,61.4,50.4,39.1,33.3,6,3,304,307,2.0,6,11
Markees Watts,84537,ED,CHARLOTTE,13,9,3.8,0,0,136,62.0,64.3,53.4,69.2,60.1,67.7,9.4,5,3,411,413,4.6,19,39
Dillon Overholt,84538,LB,CHARLOTTE,1,0,,0,0,136,,31.3,69.1,59.0,43.0,,,0,0,5,5,0.0,0,0
B.J. Turner,84540,LB,CHARLOTTE,1,0,,0,0,136,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Bryan Wallace,84541,DI,CHARLOTTE,11,7,2.2,0,0,136,60.0,65.7,82.2,54.1,70.1,53.5,15.0,3,0,164,164,4.9,8,10
Emmanuel White,84554,ED,CHARLOTTE,2,0,,0,0,136,,60.8,73.4,58.4,61.3,,,0,0,8,8,0.0,0,0
Isaiah Belk,84555,DI,CHARLOTTE,1,0,,0,0,136,,61.8,66.5,,60.6,,,0,0,2,2,0.0,0,0
Damon Weldon,84556,ED,CHARLOTTE,5,1,5.7,0,0,136,,73.2,76.2,70.8,68.5,78.1,0.0,0,0,18,18,11.1,2,3
Taylor Chandler,84557,ED,CHARLOTTE,7,1,2.8,0,0,136,48.0,55.9,81.4,53.3,61.7,78.6,0.0,0,0,62,64,4.8,3,5
Darius Muasau,86008,LB,HAWAII,14,7,3.2,0,0,180,61.0,59.9,85.8,58.5,58.7,60.6,12.8,6,0,231,235,9.5,22,34
Rashawn Yates,86850,DI,USF,12,5,4.0,0,0,327,60.0,70.5,58.7,71.3,68.0,52.8,11.8,2,1,211,214,2.8,6,10
Tyrone Barber,86855,DI,USF,10,7,5.9,1,0,327,60.0,60.9,12.1,59.7,62.9,66.7,5.9,1,2,109,111,3.7,4,9
Vincent Davis,86856,S,USF,11,1,6.3,0,0,327,71.3,72.3,83.5,59.5,71.4,82.6,4.0,1,0,145,149,5.5,8,23
Kareem Montgomery,88352,CB,MARYLAND,1,0,,0,0,215,,60.3,69.6,,60.0,,,0,0,5,5,0.0,0,0
Jeffmario Brown,89110,ED,ARK STATE,9,1,2.9,0,0,113,67.5,52.7,5.4,68.5,42.5,39.7,29.2,7,3,147,149,7.5,11,16
Nihym Anderson,90269,ED,RUTGERS,2,0,,0,0,278,61.4,56.2,75.1,,54.1,,,0,0,8,8,0.0,0,0
Odunayo Seriki,90334,HB,USF,1,0,,0,0,327,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Armon Williams,90336,DI,USF,1,1,,0,0,327,,74.4,69.4,59.0,71.4,69.7,0.0,0,0,3,3,0.0,0,0
Luke Sheppard,90737,LB,MIAMI OH,1,0,,0,0,221,,51.3,65.2,,54.6,,,0,0,5,5,0.0,0,0
Riley Sharp,90868,ED,OREGON ST,11,7,2.7,0,0,265,65.5,58.1,89.4,55.4,55.3,70.3,7.1,2,0,183,186,7.1,13,19
Joseph White,90870,S,VIRGINIA,1,0,,0,0,335,64.8,64.5,70.3,,60.0,76.4,,0,0,1,1,0.0,0,0
Andrew Choi,90947,ED,HAWAII,7,0,-0.5,0,0,180,62.3,57.3,0.0,60.3,60.0,49.2,0.0,0,1,17,17,11.8,2,2
Vince Sanford,90952,CB,AIR FORCE,3,2,8.5,0,0,101,71.3,74.8,76.0,59.9,75.0,81.6,0.0,0,0,18,19,0.0,0,2
Michael Lacey,91013,LB,TOLEDO,2,0,-1.0,0,0,316,60.0,65.4,0.0,,67.0,74.3,0.0,0,1,5,5,20.0,1,1
Trey Laing,91245,LB,USF,2,1,1.0,0,0,327,60.9,71.0,0.0,54.4,86.8,81.3,0.0,0,1,9,9,55.6,5,5
Devan Wade,91249,CB,W VIRGINIA,2,0,,0,0,343,60.0,53.3,66.5,,56.9,,,0,0,4,4,0.0,0,0
Jordan Davis,94854,DI,GEORGIA,14,6,0.9,0,0,173,,72.2,84.3,64.1,74.1,64.7,15.8,3,0,113,114,8.0,9,10
Valerian Agbaw,97063,CB,KANSAS,1,0,,0,0,198,52.3,47.4,71.6,46.9,61.7,24.6,,0,0,12,13,0.0,0,0
Ron Cook Jr.,97070,WR,BUFFALO,2,0,,0,0,126,60.0,55.0,60.0,,60.0,,,0,0,2,2,0.0,0,0
Mark Aitken,97088,CB,N ILLINOIS,1,0,0.0,0,0,254,28.8,32.0,75.3,58.3,70.3,57.9,0.0,0,1,22,24,4.5,1,1
Jacquez Stuart,97125,HB,TOLEDO,1,0,,0,0,316,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Randy Jordan,97138,CB,FRESNO ST,7,0,12.2,0,0,169,55.3,56.4,83.0,60.0,60.8,61.0,28.6,2,3,127,131,0.8,1,5
Antavious Lane,97141,S,GA STATE,1,1,,0,0,175,49.2,46.8,68.9,,55.3,24.2,50.0,1,0,5,5,0.0,0,0
Joshua Carter,97142,LB,S ALABAMA,4,1,3.0,0,0,288,60.6,49.3,70.9,,47.1,76.1,0.0,0,0,16,16,6.3,1,1
Malik Fleming,97144,CB,E CAROLINA,10,0,21.0,1,0,156,57.7,58.4,0.0,,70.0,53.6,0.0,0,1,96,96,0.0,0,1
Allen Smith,97148,ED,WYOMING,1,0,,0,0,351,71.4,72.1,73.2,57.7,60.0,72.5,,0,0,1,1,0.0,0,0
Lincoln Victor,97215,WR,HAWAII,1,0,,0,0,180,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Chris McDonald,97222,CB,TOLEDO,12,4,15.6,1,0,316,59.4,59.4,85.7,56.6,57.2,69.7,14.3,2,4,334,341,0.9,3,8
Jahmal Sam,97223,CB,UTSA,9,2,11.0,0,0,331,66.9,66.6,81.4,,63.0,65.2,11.1,1,0,106,108,1.9,2,6
Joshua Landrum,97224,CB,RICE,3,0,16.0,0,0,275,64.2,65.8,72.2,,62.8,74.2,0.0,0,0,5,5,0.0,0,1
Brandon Crossley,97225,CB,COLO STATE,8,0,13.0,0,0,144,64.9,61.5,85.6,56.3,46.4,44.3,50.0,1,1,90,91,0.0,0,1
Rashard Revels,97229,S,UAB,1,0,,0,0,321,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Tavian Mayo,97231,CB,W VIRGINIA,1,0,,0,0,343,44.4,45.6,74.6,,56.8,76.2,,0,0,22,23,0.0,0,0
Micah Abraham,97232,S,MARSHALL,11,4,8.4,1,0,214,76.5,69.1,45.0,63.2,46.9,51.8,22.2,4,1,228,233,0.4,1,10
Deshawn Ruffin,97233,CB,FRESNO ST,3,0,,0,0,169,51.5,53.6,79.3,,66.7,63.8,,0,1,49,50,0.0,0,0
Solomon Rogers,97235,S,CHARLOTTE,2,0,4.5,0,0,136,61.9,61.6,69.3,,60.0,78.0,0.0,0,0,7,7,0.0,0,2
Rod Heard II,97237,CB,NWESTERN,1,0,,0,0,256,64.2,65.1,70.2,,60.0,74.2,,0,0,4,5,0.0,0,0
Keondre Swoopes,97241,CB,UAB,8,0,42.3,0,0,321,59.1,60.0,81.8,,63.3,61.5,0.0,0,2,61,62,0.0,0,3
Isaiah Essissima,97243,CB,WAKE,6,1,2.0,0,0,339,63.8,66.3,76.4,58.1,71.8,81.7,0.0,0,0,29,29,3.4,1,1
Fred Peters,97247,CB,MISS STATE,9,1,-2.0,0,0,227,59.7,67.9,82.3,85.7,67.1,84.2,0.0,0,0,58,58,3.4,2,2
Rashad Wisdom,97249,CB,UTSA,12,6,5.2,0,0,331,76.3,65.1,88.5,54.3,42.0,46.3,31.3,10,0,288,294,2.8,8,16
Jaden Davis,97250,CB,OKLAHOMA,14,5,11.2,1,0,261,60.6,65.7,28.2,54.0,88.0,81.7,0.0,0,4,184,186,1.6,3,13
Marcus Anderson,97256,LB,GA STATE,1,0,,0,0,175,60.9,64.4,69.9,60.0,62.1,,,0,0,5,5,0.0,0,0
Jordan Murry,97258,CB,WYOMING,9,1,1.0,1,0,351,59.9,62.7,83.0,57.1,75.4,79.9,0.0,0,1,81,82,2.5,2,3
Reddy Steward,97289,CB,TROY,6,0,4.0,1,0,318,41.5,46.7,77.7,60.0,73.8,73.8,0.0,0,1,35,36,8.6,3,5
Dell Pettus,97290,S,TROY,12,10,6.2,0,0,318,65.2,65.4,87.4,51.8,65.3,75.5,11.1,5,2,273,281,6.2,17,30
TJ McDaniel,97299,HB,SMU,1,0,,0,0,287,,60.2,73.9,,60.0,,,0,0,1,1,0.0,0,0
Tyler Lavine,97307,HB,SMU,1,0,,0,0,287,,60.3,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jordan Clark,97324,CB,ARIZONA ST,2,0,16.0,0,0,110,64.7,66.2,75.2,,66.2,80.3,0.0,0,0,20,20,0.0,0,1
Thomas Harper,97325,CB,OKLA STATE,7,0,-2.0,0,0,262,72.3,68.1,77.4,,43.7,54.8,50.0,1,0,23,25,4.3,1,1
Daquan Evans,97326,CB,USF,7,1,,0,0,327,61.7,64.4,75.5,,67.8,78.2,0.0,0,0,40,41,0.0,0,0
Nic Jones,97327,CB,BALL ST,8,0,12.3,0,0,117,50.8,52.2,84.5,51.5,64.7,78.1,20.0,1,1,96,96,2.1,2,4
Juan Powell,97330,S,E CAROLINA,4,0,13.4,0,0,156,55.7,59.4,78.8,,68.0,80.9,0.0,0,0,48,51,4.2,2,7
Jacquez Norman,97332,CB,TULANE,2,0,,0,0,319,51.0,47.4,0.0,,62.5,,,0,1,15,16,0.0,0,0
Mike Coleman,97333,CB,TOLEDO,2,0,0.0,0,0,316,63.2,68.6,72.9,,70.0,73.5,0.0,0,0,13,13,7.7,1,1
Levi Williams,97334,CB,TULANE,2,0,,0,0,319,64.6,65.3,70.5,,60.5,74.2,,0,0,6,6,0.0,0,0
Kiland Harrison,97335,CB,TULANE,2,0,,0,0,319,47.8,49.2,74.7,,61.6,73.5,,0,1,12,13,0.0,0,0
Mykael Wright,97337,CB,OREGON,14,2,14.6,0,0,264,81.9,82.7,82.8,,77.1,89.9,0.0,0,2,118,119,1.7,2,5
Keaton Ellis,97338,CB,PENN STATE,13,0,2.8,0,2,266,67.3,75.3,82.0,50.0,93.6,44.8,20.0,2,0,100,101,7.0,7,8
Cameron Mitchell,97340,CB,NWESTERN,1,0,,0,0,256,68.8,60.5,67.4,,49.3,28.1,100.0,1,0,6,6,0.0,0,0
Ken Robinson,97341,CB,UTSA,3,0,2.0,0,0,331,57.1,61.8,73.3,,70.1,27.5,0.0,0,0,12,12,8.3,1,1
Ja'Von Kimpson,97342,CB,MIAMI OH,2,0,,0,0,221,50.3,48.3,73.9,,48.3,46.5,100.0,1,0,20,21,0.0,0,0
AJ Williams,97343,S,WAKE,1,0,,0,0,339,51.4,47.7,74.5,,51.6,21.8,,0,0,14,14,0.0,0,0
Naijee Jones,97346,S,RUTGERS,3,0,18.0,0,0,278,67.2,67.9,75.8,,65.4,77.7,0.0,0,0,15,15,0.0,0,1
Keevan Bailey,97347,CB,COLO STATE,8,2,5.0,0,0,144,64.9,63.9,82.9,56.7,59.4,56.8,14.3,1,2,161,162,0.6,1,4
Dadrion Taylor-Demerson,97348,S,TEXAS TECH,9,1,8.0,0,0,315,35.4,38.7,0.0,63.8,59.3,53.2,0.0,0,2,72,74,0.0,0,2
Woo Governor,97349,CB,C MICHIGAN,3,0,,0,0,134,52.4,52.5,69.7,,60.0,,,0,0,6,6,0.0,0,0
Jakeen Harris,97351,S,NC STATE,7,6,7.2,0,0,248,63.9,59.7,81.7,68.2,51.3,56.7,20.0,5,1,98,99,8.2,8,14
Bryson Whitehead,97352,CB,CHARLOTTE,1,0,,0,0,136,60.0,41.8,67.0,,60.0,,,0,0,2,2,0.0,0,0
Coco Azema,97353,HB,NWESTERN,1,0,,0,0,256,72.1,72.7,72.7,59.2,60.0,73.0,,0,0,1,1,0.0,0,0
Alex Hogan,97354,CB,TEXAS TECH,5,0,4.0,0,0,315,65.0,64.3,80.3,,57.6,39.5,25.0,1,0,69,69,1.4,1,3
Shi'heem Watkins,97355,CB,COAST CAR,3,1,,0,0,141,68.4,69.7,74.0,,65.8,78.8,0.0,0,0,15,15,0.0,0,0
Jeremiah Josephs,97357,S,MIAMI OH,2,1,3.0,0,0,221,66.4,63.1,75.2,,56.5,80.0,0.0,0,0,25,26,4.0,1,2
Jaden Henderson,97358,CB,LA LAFAYET,1,0,,0,0,207,40.6,44.7,77.3,,63.1,,,0,0,14,14,0.0,0,0
Jalen Alexander,97361,CB,DUKE,10,2,9.9,1,0,154,41.4,51.7,85.4,55.5,73.2,71.2,10.0,1,1,101,102,2.0,2,7
Christian Roland-Wallace,97374,CB,ARIZONA,12,2,10.3,1,1,109,75.2,73.7,47.8,,65.1,77.2,11.1,2,2,296,301,0.7,2,14
Keontra Smith,97375,S,MIAMI FL,1,1,,0,0,220,62.8,65.0,70.8,,61.3,74.3,0.0,0,0,4,4,0.0,0,0
Woodi Washington,97379,CB,OKLAHOMA,4,2,4.7,0,0,261,60.2,58.6,80.8,,52.9,68.6,28.6,2,0,36,38,5.6,2,3
Jarius Reimonenq,97383,CB,ARK STATE,10,1,4.7,1,1,113,59.9,67.0,85.9,57.5,85.1,58.8,10.0,2,3,215,221,4.2,9,17
Justen Ramsey,97384,DI,BALL ST,12,1,6.0,0,0,117,60.0,53.5,81.4,59.1,50.4,40.2,20.0,1,0,111,113,1.8,2,3
Kirk Lockhart,97388,S,RICE,6,2,4.0,0,0,275,69.1,67.0,77.8,,60.3,51.0,14.3,1,0,31,31,6.5,2,4
John Metchie III,97400,WR,ALABAMA,1,0,,0,0,103,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Garrett Wilson,97405,WR,OHIO STATE,2,0,,0,0,260,,60.0,60.0,,60.0,,,0,2,2,2,0.0,0,0
Khambrail Winters,97428,CB,TEXAS ST,12,5,9.2,0,0,314,64.7,65.3,52.6,54.7,68.3,90.8,4.3,1,3,423,429,1.2,5,17
Trevon Booker,97468,CB,MIAMI OH,2,0,,0,0,221,63.7,64.4,72.0,,61.0,76.6,,0,0,8,9,0.0,0,0
Nicktroy Fortune,97469,CB,W VIRGINIA,11,1,5.0,0,0,343,60.4,63.2,83.5,,71.7,79.8,14.3,1,1,163,167,1.2,2,5
Keonte Glinton,97470,CB,WYOMING,1,0,,0,0,351,63.4,64.0,69.5,,60.0,,,0,0,1,1,0.0,0,0
Roderick Roberson,97471,S,SMU,1,0,,0,0,287,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Kerry Martin Jr.,97473,S,W VIRGINIA,12,7,8.0,0,0,343,74.1,70.6,85.5,52.6,63.6,70.0,19.5,8,1,229,236,4.4,10,26
CJ Johnson,97474,CB,LA TECH,2,0,,0,0,208,45.1,44.9,72.0,,60.0,74.2,,0,0,3,3,0.0,0,0
Cameron Williams,97475,S,WASHINGTON,11,6,10.9,1,0,340,80.8,73.6,45.6,50.0,61.4,46.8,24.1,7,3,213,222,1.4,3,16
Kieran Clark,97480,CB,NEVADA,1,0,,0,0,239,50.2,48.4,76.0,,50.1,73.5,,0,0,29,29,0.0,0,0
Chace Cromartie,97481,S,SMU,10,4,13.6,0,0,287,61.5,60.7,84.7,56.1,57.2,58.0,15.4,2,0,94,96,2.1,2,7
Myles Bell,97485,CB,UCONN,9,0,35.5,0,1,146,59.0,60.5,83.7,,65.8,69.8,33.3,1,0,201,204,0.0,0,2
Jarrian Jones,97486,CB,MISS STATE,10,0,5.3,0,0,227,62.2,60.6,82.4,59.0,50.9,40.9,25.0,1,0,100,101,2.0,2,3
Michael Washington,97487,CB,HAWAII,2,0,4.3,0,0,180,61.8,61.0,76.4,,57.2,53.2,25.0,1,0,23,23,8.7,2,3
Donald Clay,97488,S,SMU,2,0,,0,0,287,72.0,71.4,74.8,,60.0,76.2,,0,0,6,6,0.0,0,0
Jayce Godley,97491,S,NEVADA,1,0,,0,0,239,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Devin Bush,97493,CB,ARKANSAS,2,0,,0,0,111,63.0,64.2,69.6,,60.0,,,0,0,6,6,0.0,0,0
Kenneth Logan Jr.,97494,S,KANSAS,5,0,7.0,0,0,198,44.1,46.9,76.7,,54.1,55.1,33.3,2,0,35,35,2.9,1,4
Dean Clark,97495,S,KENT STATE,8,1,8.2,0,0,201,47.4,55.2,78.9,60.0,67.5,64.9,0.0,0,0,50,51,2.0,1,5
Tyler Judson,97496,S,TULANE,2,0,11.5,0,0,319,79.9,78.6,75.1,,68.7,79.4,0.0,0,0,15,16,0.0,0,2
Christian Williams,97498,CB,MIAMI FL,3,1,,0,0,220,66.8,68.5,74.5,,64.6,28.3,0.0,0,0,8,8,0.0,0,0
Khalid Martin,97503,S,NC STATE,2,0,3.0,0,0,248,58.5,56.7,78.3,57.2,54.5,29.4,40.0,2,0,27,27,7.4,2,3
Jaden Voisin,97506,CB,S ALABAMA,2,0,,0,1,288,50.8,57.4,75.8,,70.6,,,0,0,15,15,0.0,0,0
Josh DeBerry,97508,CB,BOSTON COL,4,2,17.0,0,0,121,69.2,67.7,82.1,65.0,53.6,84.0,0.0,0,0,45,45,0.0,0,1
Damien Miller,97509,CB,UAB,2,1,,0,0,321,61.4,64.6,73.7,,69.5,78.5,0.0,0,0,7,7,0.0,0,0
Willie Harts,97513,S,ARIZONA ST,10,5,6.9,0,0,110,65.6,63.7,10.1,,61.1,64.0,7.7,1,1,129,129,0.8,1,7
Nick Cross,97514,S,MARYLAND,12,7,11.8,0,0,215,79.8,81.4,86.9,59.8,81.6,74.0,3.4,1,0,248,248,2.0,5,21
Marvae Myers,97517,CB,MIDDLE TN,2,1,,0,0,224,58.5,59.9,77.4,60.0,65.4,80.5,0.0,0,0,18,18,0.0,0,0
Dax Hill,97519,S,MICHIGAN,12,1,6.5,0,0,222,73.3,71.6,85.2,,60.6,64.3,22.2,2,1,139,140,1.4,2,6
Drake Thomas,97525,LB,NC STATE,12,9,2.8,0,0,248,63.1,64.7,79.1,57.8,66.1,65.2,12.1,4,0,179,184,7.8,14,20
Thomas Joe-Kamara,97527,LB,TEMPLE,1,0,-1.0,0,0,306,60.0,69.1,72.9,,67.7,72.2,0.0,0,0,6,6,16.7,1,1
Jalen Williams,97529,S,BOSTON COL,1,0,10.0,0,0,121,60.0,63.7,70.4,,62.6,74.3,0.0,0,0,6,6,0.0,0,1
Romel Goston,97533,CB,N ILLINOIS,1,0,,0,0,254,61.5,62.7,69.4,60.0,60.0,,,0,0,5,5,0.0,0,0
Khiry Morrison,97536,S,LA TECH,2,0,,0,0,208,49.2,51.3,74.0,,60.0,,,0,0,7,7,0.0,0,0
Quincy Riley,97539,CB,MIDDLE TN,3,0,20.8,0,0,224,53.5,58.3,79.0,,74.2,33.9,0.0,0,0,59,60,3.4,2,4
Jordan Veneziale,97542,LB,GA STATE,7,2,2.9,0,0,175,60.5,53.2,79.9,77.1,45.0,70.0,15.4,2,0,66,69,9.1,6,9
Jett Elad,97543,CB,OHIO,2,0,,0,0,259,60.0,49.6,70.3,,58.6,22.2,100.0,1,0,3,3,0.0,0,0
Jayden Jernigan,97544,DI,OKLA STATE,13,0,1.4,0,0,262,61.8,60.3,57.0,55.4,64.9,69.5,12.5,1,2,110,111,4.5,5,7
Mark Perry,97556,CB,COLORADO,7,0,-1.8,0,0,143,53.5,60.1,85.4,70.7,78.2,53.4,0.0,0,0,40,41,7.5,3,4
Thomas Gore,97560,DI,GA STATE,3,1,0.0,0,0,175,,68.8,76.2,55.6,71.4,70.2,0.0,0,0,13,13,7.7,1,1
Tyrique Stevenson,97562,CB,GEORGIA,9,2,2.0,0,0,173,67.3,69.9,82.2,71.9,75.2,44.8,0.0,0,1,47,47,4.3,2,2
Marcus Fuqua,97563,S,BUFFALO,1,0,,0,0,126,,60.0,69.5,,60.0,,,0,0,3,3,0.0,0,0
JB Favorite,97565,DI,COAST CAR,6,0,3.0,0,0,141,,68.4,79.0,61.5,68.4,22.7,50.0,1,0,30,30,0.0,0,1
Elijah Chatman,97568,DI,SMU,10,1,0.8,0,0,287,60.3,73.2,7.5,66.8,76.9,46.2,22.2,2,1,44,44,11.4,5,6
Dalvin Hutchinson,97569,DI,LA LAFAYET,7,4,2.3,0,0,207,,64.1,79.9,62.3,63.1,56.8,8.3,1,0,58,58,8.6,5,7
JR Bivens,97573,ED,MIDDLE TN,1,0,,0,0,224,,62.6,74.0,61.6,60.4,,,0,0,3,3,0.0,0,0
Kevin Anderson,97595,S,TEXAS ST,7,0,5.1,0,0,314,58.2,66.9,78.5,59.6,78.5,74.0,12.5,1,0,66,66,6.1,4,7
Trejan Bridges,97600,WR,OKLAHOMA,1,1,,0,0,261,44.8,41.4,0.0,,64.2,76.0,0.0,0,3,7,7,0.0,0,0
Tyler Davis,97610,DI,CLEMSON,15,3,1.4,0,0,140,63.4,79.6,87.5,72.7,78.9,78.7,0.0,0,0,223,231,7.2,16,20
DeJordan Mask,97611,S,TEXAS ST,2,0,,0,0,314,63.7,64.7,71.2,,61.9,74.8,,0,0,9,9,0.0,0,0
Sheridan Jones,97633,CB,CLEMSON,11,1,9.0,0,0,140,62.0,66.1,80.2,,76.2,81.2,0.0,0,0,77,80,1.3,1,2
Quavaris Crouch,97635,ED,TENNESSEE,11,4,3.2,0,0,307,51.0,57.3,86.7,63.6,56.0,57.7,5.6,1,0,93,94,9.7,9,13
Isaiah Hazel,97661,WR,MARYLAND,1,0,,0,0,215,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Dante Cephas,97665,WR,KENT STATE,1,0,,0,0,201,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Jordan Revels,97672,DI,TEXAS ST,12,5,1.5,1,0,314,60.0,74.9,29.7,62.6,82.0,68.2,0.0,0,2,163,168,8.6,14,17
Josh Wallace,97676,CB,UMASS,12,6,10.8,2,1,216,64.5,65.1,5.6,52.8,74.1,65.4,9.1,2,3,337,339,1.5,5,14
Brandon Joseph,97680,S,NWESTERN,2,0,5.0,0,0,256,64.7,61.8,69.8,,57.4,49.1,33.3,1,0,9,10,11.1,1,2
Ryan Melton,97682,CB,S ALABAMA,5,0,-1.5,0,0,288,47.1,52.1,75.9,,67.6,83.0,0.0,0,0,32,32,3.1,1,2
Alex Austin,97683,CB,OREGON ST,3,1,,0,0,265,66.4,61.8,78.3,,43.6,32.3,66.7,2,0,54,55,0.0,0,0
Trey Rucker,97684,S,WAKE,13,5,6.5,0,0,339,63.8,53.3,41.4,45.2,36.3,45.7,30.0,12,1,233,238,3.9,9,23
Mehki Miller,97686,S,MIAMI OH,1,0,13.0,0,0,221,82.7,79.0,75.3,,64.1,74.3,0.0,0,0,11,12,0.0,0,1
Brentt Cunningham,97687,CB,S ALABAMA,1,0,,0,0,288,63.1,64.3,69.5,,60.0,74.8,,0,0,3,3,0.0,0,0
Clayton Bush,97688,S,W KENTUCKY,2,0,,0,0,346,64.2,65.2,93.3,,60.0,,,0,0,2,2,0.0,0,0
Donald Williams,97691,LB,RUTGERS,1,0,,0,0,278,,60.0,64.4,,60.0,,,0,0,2,2,0.0,0,0
Eli Neal,97693,LB,MARSHALL,4,2,10.3,0,0,214,58.4,63.3,71.7,55.7,68.0,59.2,0.0,0,0,25,26,0.0,0,3
Dorian Williams,97694,LB,TULANE,5,3,7.2,0,0,319,56.9,59.1,78.7,64.0,59.5,43.0,20.0,2,0,45,48,2.2,1,5
Bobby Wolfe,97695,CB,ARIZONA,8,1,4.0,0,0,109,58.6,61.0,79.7,60.0,70.6,63.8,0.0,0,1,63,65,1.6,1,1
Deland McCullough II,97696,CB,MIAMI OH,1,1,,0,0,221,38.0,41.5,70.3,,64.1,76.6,0.0,0,0,6,6,0.0,0,0
Akeem Dent,97700,S,FLORIDA ST,13,6,5.6,0,0,167,61.9,58.0,88.0,51.3,46.6,60.6,23.5,4,1,233,239,1.3,3,7
M.J. Griffin,97703,S,TEMPLE,2,0,14.0,0,0,306,64.4,65.9,70.4,,63.5,78.7,0.0,0,0,8,8,0.0,0,1
Matt Salopek,97704,S,MIAMI OH,4,4,12.5,0,0,221,63.2,66.6,76.0,,68.0,70.1,14.3,1,0,30,31,0.0,0,2
Storm Duck,97705,CB,N CAROLINA,10,3,2.7,0,0,245,81.3,78.7,84.5,57.3,65.0,48.7,23.5,4,1,235,237,3.4,8,10
KJ Johnson II,97707,S,COAST CAR,8,5,8.9,0,0,141,51.9,49.8,83.1,54.7,47.7,81.6,5.0,1,1,163,164,1.2,2,14
Steve Lubischer,97708,S,BOSTON COL,1,0,14.0,0,0,121,,66.0,69.9,,66.8,79.5,0.0,0,0,9,9,0.0,0,2
Rich Miller,97709,LB,BUFFALO,4,2,,0,0,126,51.5,52.4,72.0,,57.1,76.5,0.0,0,0,19,19,0.0,0,0
Tiger Peterson,97711,S,HAWAII,1,0,,0,0,180,65.9,57.4,71.6,,54.7,28.7,100.0,1,0,3,3,0.0,0,0
Joe Smith,97716,LB,TOLEDO,1,0,0.0,0,0,316,60.0,45.2,71.1,,44.7,26.5,50.0,1,0,10,10,10.0,1,1
Tyler Guidry,97717,ED,LA LAFAYET,12,4,2.1,0,0,207,58.3,64.7,84.0,56.4,70.4,84.7,0.0,0,0,66,66,4.5,3,8
Jalen Davis,97720,LB,MIDDLE TN,2,2,-0.3,0,0,224,52.3,76.0,82.2,58.9,85.4,82.7,0.0,0,0,13,13,46.2,6,6
Omar Speights,97723,LB,OREGON ST,12,14,2.5,0,1,265,68.8,59.9,12.0,61.1,53.7,68.6,9.4,5,2,232,236,9.9,23,34
Wesley Walker,97725,CB,GA TECH,2,0,,0,0,176,47.8,48.0,74.0,60.0,60.0,37.2,,0,0,3,3,0.0,0,0
