player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jonathan Francois,57781,LB,FAU,3,1,7.0,0,0,165,57.6,65.6,72.2,53.6,76.6,80.8,0.0,0,0,13,13,7.7,1,2
Baylon Spector,57782,LB,CLEMSON,14,6,1.8,0,0,140,58.0,65.7,0.0,58.5,76.1,40.7,26.7,8,2,144,149,8.3,12,16
Landon Holden,57783,LB,CLEMSON,1,1,,0,0,140,,75.9,66.1,,69.3,73.6,0.0,0,0,2,2,0.0,0,0
Nate Landman,57788,LB,COLORADO,12,18,4.1,0,0,143,59.4,62.8,62.7,63.4,63.6,59.1,13.1,11,1,344,349,9.3,32,55
Jonathan Van Diest,57791,LB,COLORADO,6,2,3.8,0,0,143,46.1,40.3,79.4,67.1,35.2,45.2,27.8,5,0,91,93,6.6,6,11
Carson Wells,57792,ED,COLORADO,10,2,3.4,0,0,143,69.3,66.2,90.3,58.3,65.9,68.5,7.1,2,0,193,195,8.3,16,24
Jacob Callier,57793,ED,COLORADO,1,0,5.0,0,0,143,60.7,56.1,0.0,62.2,61.8,72.2,0.0,0,1,2,2,50.0,1,1
Bruce Bivens,57795,LB,E CAROLINA,12,13,3.5,0,0,156,49.1,46.8,53.1,55.5,48.0,42.2,17.2,10,2,328,333,6.7,22,35
Terry Myrick,57801,LB,E MICHIGAN,13,21,3.5,0,1,160,58.6,53.7,60.4,71.5,48.7,79.6,10.5,8,1,401,414,6.5,26,47
Desean Boyd,57802,LB,E MICHIGAN,1,0,5.5,0,0,160,60.8,64.6,70.2,57.0,66.5,76.1,0.0,0,0,2,2,100.0,2,2
Quaylin Crum,57807,LB,FLORIDA,1,0,,0,0,163,,62.0,64.4,,60.0,,,0,0,2,2,0.0,0,0
Ventrell Miller,57809,LB,FLORIDA,11,8,3.9,0,0,163,79.4,76.7,83.9,84.3,63.8,48.7,20.5,9,0,215,222,8.4,18,27
James Houston,57810,LB,FLORIDA,13,6,3.2,0,0,163,47.7,55.2,9.0,77.8,58.0,52.2,17.4,4,2,83,85,10.8,9,13
Lacedrick Brunson,57811,LB,FLORIDA,9,2,2.8,0,0,163,64.0,73.3,80.7,72.5,77.0,88.1,0.0,0,0,57,58,10.5,6,12
Hosea Barnwell V,57818,LB,FAU,13,10,2.4,0,1,165,53.4,58.7,0.0,46.9,73.2,61.5,7.1,3,3,229,234,9.6,22,29
Akileis Leroy,57821,LB,FAU,13,12,3.4,0,2,165,74.8,87.3,0.0,82.2,90.9,77.6,8.0,6,4,289,298,14.5,42,57
DeCalon Brooks,57822,LB,FLORIDA ST,10,3,5.2,0,0,167,29.6,39.4,81.6,58.4,53.0,27.9,30.8,4,0,68,69,2.9,2,6
Joseph Garcia,57823,LB,FLORIDA ST,1,0,,0,0,167,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Leonard Warner III,57826,LB,FLORIDA ST,12,16,2.3,0,0,167,46.3,56.1,87.7,63.3,61.2,59.7,14.3,7,0,324,332,4.9,16,26
Mykal Walker,57834,ED,FRESNO ST,12,13,4.0,0,0,169,75.8,71.2,92.8,60.1,68.8,78.4,9.0,6,0,383,392,8.1,31,48
Alex Cruz,57835,ED,FRESNO ST,10,4,2.8,0,0,169,65.7,70.9,0.0,78.8,68.4,66.1,11.1,2,3,102,107,7.8,8,12
Jaden Hunter,57837,LB,W KENTUCKY,6,2,6.7,0,0,346,62.5,55.9,76.9,59.9,50.7,26.0,44.4,4,0,63,63,3.2,2,3
Nate McBride,57838,LB,GEORGIA,5,1,3.4,0,0,173,79.3,67.6,0.0,56.9,59.6,51.2,20.0,2,1,32,32,9.4,3,7
Monty Rice,57839,LB,GEORGIA,14,7,3.4,1,0,173,64.0,73.5,51.6,90.8,67.9,60.3,14.9,10,1,222,224,14.4,32,50
Robert Beal Jr.,57840,ED,GEORGIA,5,3,2.3,0,0,173,,84.8,78.9,69.6,85.6,79.7,0.0,0,0,34,34,11.8,4,6
Walter Grant,57841,ED,GEORGIA,9,0,7.3,0,0,173,55.7,62.5,84.8,65.4,63.4,80.8,0.0,0,1,62,63,1.6,1,3
Stedman Waiters,57845,ED,GA SOUTHRN,1,0,,0,0,174,,60.5,65.8,60.0,60.0,,,0,0,1,1,0.0,0,0
Tre Allen,57846,LB,GA SOUTHRN,1,1,,0,0,174,,66.1,66.2,,63.2,73.2,0.0,0,0,2,2,0.0,0,0
Chris Harris Jr.,57847,LB,GA SOUTHRN,13,2,3.8,0,0,174,62.9,56.6,80.8,65.7,47.8,59.1,27.3,3,0,90,92,2.2,2,6
Amaud Willis-Dalton,57851,LB,HOUSTON,6,4,2.3,0,0,182,71.2,65.7,2.6,65.5,56.8,74.3,11.1,1,1,64,67,3.1,2,4
David Anenih,57853,ED,HOUSTON,12,5,2.1,1,0,182,58.8,75.2,34.9,80.2,70.3,68.1,12.5,2,3,198,205,3.5,7,9
Derek Parish,57854,ED,HOUSTON,12,3,1.9,0,1,182,43.1,80.8,63.8,72.8,86.4,63.9,8.0,2,1,170,173,8.8,15,20
Marc Mondesir,57869,ED,ILLINOIS,3,1,5.0,0,0,187,,63.7,79.1,57.5,65.7,75.2,0.0,0,0,26,26,0.0,0,1
Thomas Allen,57874,LB,INDIANA,8,6,2.5,0,0,190,54.4,61.4,78.0,61.5,65.6,46.0,22.7,5,0,73,74,12.3,9,11
Jake Hummel,57879,LB,IOWA STATE,12,1,2.1,0,0,193,69.2,68.1,84.1,53.7,67.5,64.7,12.5,3,1,107,108,13.1,14,20
O'Rien Vance,57881,LB,IOWA STATE,12,14,2.6,0,0,193,38.7,60.0,85.3,75.5,66.4,50.5,15.7,8,0,260,265,8.5,22,29
Kyron Johnson,57890,LB,KANSAS,12,11,4.9,0,0,198,67.0,58.4,85.7,65.7,48.9,69.8,14.0,7,1,327,337,5.5,18,32
Cooper Root,57891,LB,KANSAS,3,0,7.0,0,0,198,54.8,45.4,74.3,,42.2,42.2,0.0,0,0,12,13,8.3,1,1
Jay Dineen,57893,LB,KANSAS,9,4,3.7,0,0,198,45.1,47.0,79.6,69.9,47.9,54.8,17.1,6,0,172,176,10.5,18,25
Da'Quan Patton,57896,LB,KANSAS ST,13,7,4.0,0,0,199,66.0,56.1,88.0,48.9,49.9,51.9,19.3,11,0,240,246,8.8,21,39
Blake Richmeier,57897,LB,KANSAS ST,2,0,2.0,0,0,199,62.0,44.6,70.3,,41.0,73.1,0.0,0,0,8,8,12.5,1,1
Cepeda Phillips,57900,LB,KENT STATE,13,19,3.2,1,0,201,47.7,69.0,9.3,81.1,75.0,79.0,9.1,7,3,437,440,7.3,32,51
Kesean Gamble,57903,ED,KENT STATE,13,17,3.4,0,0,201,69.6,74.0,91.5,63.0,76.2,77.5,8.6,5,0,337,341,5.3,18,36
William Nalty,57904,LB,KENTUCKY,1,1,,0,0,202,54.9,57.0,70.0,57.3,63.9,74.3,0.0,0,0,4,4,0.0,0,0
Jamin Davis,57905,LB,KENTUCKY,10,6,5.6,0,0,202,54.1,67.1,83.0,84.3,68.2,68.3,5.0,1,3,91,93,4.4,4,13
Jordan Wright,57907,ED,KENTUCKY,13,5,2.3,0,0,202,67.4,68.5,38.0,71.4,63.0,70.2,16.7,4,2,149,154,8.1,12,15
Josh Paschal,57908,ED,KENTUCKY,13,2,1.5,0,1,202,58.6,74.7,89.2,66.7,81.8,73.6,11.1,3,1,206,210,8.3,17,22
Randy Hogan,57929,LB,LA TECH,4,0,,0,0,208,54.2,50.7,72.9,56.4,53.6,73.2,,0,0,14,14,0.0,0,0
Tristan Allen,57930,ED,LA TECH,11,6,4.0,0,0,208,64.9,58.1,47.0,57.6,55.6,79.7,7.7,1,1,127,128,2.4,3,6
Hunter Smith,57931,LB,LA MONROE,6,2,0.0,0,0,209,64.7,56.7,76.7,53.2,54.1,57.9,16.7,1,0,53,53,5.7,3,3
Rashaad Harding,57932,LB,LA MONROE,12,10,3.5,0,0,209,60.6,71.3,85.2,74.2,71.7,59.0,18.2,8,1,185,189,9.7,18,26
Nick Okeke,57936,ED,LOUISVILLE,12,6,4.6,0,0,210,54.0,58.2,87.4,57.4,60.3,69.5,15.0,3,0,126,127,4.8,6,11
Dorian Etheridge,57937,LB,LOUISVILLE,13,14,3.0,0,0,210,53.5,65.5,0.0,82.4,69.1,53.3,13.2,9,3,350,354,9.4,33,45
Tabarius Peterson,57939,ED,LOUISVILLE,13,7,6.3,0,0,210,67.8,67.5,44.3,61.7,68.0,42.5,27.8,5,2,226,226,1.8,4,6
Malik Clark,57940,ED,LOUISVILLE,13,2,2.3,0,0,210,,60.2,80.7,58.1,60.6,52.5,14.3,1,0,115,118,2.6,3,4
Patrick Queen,57941,LB,LSU,15,16,3.5,0,0,211,81.8,74.4,34.1,68.2,64.7,65.4,15.7,11,3,305,308,9.2,28,43
Jacob Phillips,57942,LB,LSU,15,16,4.5,0,1,211,52.1,65.6,85.2,54.8,76.0,88.8,5.1,4,1,325,330,8.6,28,59
K'Lavon Chaisson,57945,ED,LSU,13,5,2.7,3,1,211,61.7,73.1,19.2,79.8,70.7,61.8,17.5,7,6,278,280,6.8,19,28
Domenick Murphy,57948,LB,MARSHALL,6,2,-3.0,0,0,214,33.0,48.0,77.2,57.7,74.2,80.0,0.0,0,0,28,29,3.6,1,1
Tyler Brown,57951,LB,MARSHALL,13,10,3.6,0,0,214,51.7,64.4,82.4,71.3,73.7,69.7,10.3,3,0,232,233,5.2,12,16
Jaquan Yulee,57953,ED,MARSHALL,2,2,5.0,0,0,214,77.1,77.8,78.6,72.7,64.5,81.9,0.0,0,0,23,23,4.3,1,1
Ayinde Eley,57955,LB,MARYLAND,11,15,5.9,0,0,215,42.0,48.2,87.0,62.7,52.2,51.1,16.0,12,0,292,298,6.2,18,48
Bruce Miller,57956,LB,MARYLAND,2,0,,0,0,215,55.5,53.7,65.5,,62.1,25.9,,0,0,7,7,0.0,0,0
Tyler Garvey,57957,LB,MEMPHIS,4,1,2.0,0,0,218,62.7,74.6,75.1,72.2,72.8,78.2,0.0,0,0,8,8,12.5,1,1
J.J. Russell,57958,LB,MEMPHIS,14,7,3.8,0,0,218,72.5,51.7,0.0,66.1,37.8,67.7,12.2,6,4,332,336,6.9,23,36
Nate Robinson,57967,LB,MIAMI OH,6,2,5.7,0,0,221,61.8,51.9,73.9,,49.8,43.1,37.5,3,0,26,27,3.8,1,3
Ryan Newton,57968,ED,MIAMI OH,3,1,,0,0,221,,64.7,75.8,64.7,62.2,44.1,50.0,1,0,17,18,0.0,0,0
Drew Singleton,57970,LB,RUTGERS,10,7,3.1,0,0,278,66.5,69.5,81.5,83.3,62.9,74.7,4.2,1,0,119,120,8.4,10,16
Josh Ross,57971,LB,MICHIGAN,3,4,2.8,0,0,222,72.7,56.1,0.0,68.8,44.6,58.0,20.0,3,1,64,64,10.9,7,8
Jordan Anthony,57972,LB,MICHIGAN,5,2,2.7,0,0,222,59.6,69.3,79.9,52.6,74.8,72.1,0.0,0,0,61,63,9.8,6,10
Brent Mossburg,57973,ED,MICH STATE,1,0,,0,0,223,,49.5,71.0,56.9,57.3,,,0,0,2,2,0.0,0,0
Noah Harvey,57974,LB,MICH STATE,11,8,3.1,0,0,223,60.4,64.6,83.0,61.1,67.7,59.1,17.9,5,0,137,140,7.3,10,15
Antjuan Simmons,57975,LB,MICH STATE,13,12,2.8,0,0,223,63.8,66.9,86.7,68.6,66.6,70.9,15.4,10,0,351,359,8.8,31,43
DQ Thomas,57979,LB,MIDDLE TN,12,20,3.3,0,1,224,67.7,67.0,86.5,62.7,65.3,59.4,9.2,6,0,405,407,5.2,21,39
Cain McWilliams,57980,LB,MIDDLE TN,2,0,,0,0,224,60.0,62.7,66.2,,61.0,,,0,0,3,3,0.0,0,0
Brenden Williams,57985,ED,OLE MISS,8,0,,0,0,226,53.8,60.4,79.4,70.8,51.5,72.2,,0,0,15,15,0.0,0,0
Momo Sanogo,57986,LB,OLE MISS,1,3,2.3,0,0,226,66.0,67.4,74.1,67.6,62.8,83.3,0.0,0,0,37,37,8.1,3,3
Willie Gay,57987,LB,MISS STATE,5,2,3.3,2,0,227,90.0,83.5,0.0,77.6,71.0,78.3,5.6,1,2,85,86,11.8,10,15
Aubrey Miller Jr.,57993,LB,MISSOURI,1,0,,0,0,229,62.3,64.9,65.2,,60.1,74.3,,0,0,2,2,0.0,0,0
Jamal Brooks,57996,LB,MISSOURI,7,3,2.9,0,0,229,63.5,74.4,78.3,67.1,78.3,77.3,7.1,1,0,62,63,11.3,7,10
Austin Talbert-Loving,58010,LB,NAVY,3,1,,0,0,237,66.7,85.6,75.4,75.1,85.5,42.1,0.0,0,0,11,11,0.0,0,0
Ian Blake,58012,ED,NAVY,1,0,,0,0,237,62.1,61.0,74.7,56.9,60.2,,,0,0,3,3,0.0,0,0
Griffin Baumoel,58016,LB,MIAMI OH,2,0,5.0,0,0,221,60.0,43.5,0.0,,58.6,74.3,0.0,0,1,8,8,12.5,1,1
Andrew Ward,58023,LB,C MICHIGAN,8,2,1.0,0,1,134,62.2,58.1,13.4,55.6,57.9,68.2,16.7,1,1,87,90,3.4,3,3
Avery Roberts,58025,LB,OREGON ST,11,19,3.6,0,0,265,55.5,62.5,52.9,68.3,64.3,68.7,13.2,9,1,259,264,7.3,19,40
Mar'Quette Jackson,58026,CB,NEVADA,9,2,10.4,0,0,239,37.3,46.3,87.3,59.6,65.9,53.7,16.7,2,0,107,108,1.9,2,8
Trevor Price,58030,LB,NEVADA,2,0,4.0,0,0,239,64.5,69.8,75.8,58.0,71.0,72.2,0.0,0,0,15,15,0.0,0,1
Kyle Adams,58031,LB,NEVADA,13,8,2.2,0,0,239,71.9,64.1,79.6,55.8,59.7,60.2,17.6,6,0,226,227,7.5,17,20
Lamin Touray,58033,LB,NEVADA,10,7,3.3,0,0,239,56.1,59.9,80.5,59.1,63.5,71.3,7.1,1,0,58,58,8.6,5,6
Brandon Shook,58037,LB,NEW MEXICO,12,5,7.8,0,0,241,61.1,64.4,10.4,51.5,70.5,62.8,9.5,2,1,110,111,2.7,3,14
Jeremiah Gemmel,58043,LB,N CAROLINA,13,12,4.8,1,3,245,45.6,54.6,31.6,63.0,60.8,70.5,15.8,9,3,343,346,6.1,21,36
Louis Acceus,58047,LB,NC STATE,8,9,3.9,0,0,248,66.1,74.3,86.7,74.1,69.2,71.5,9.1,3,0,156,160,9.0,14,21
Isaiah Moore,58049,LB,NC STATE,11,7,4.0,1,1,248,34.0,50.2,27.9,58.9,64.1,56.0,20.5,9,2,231,235,8.2,19,28
Chris Thornton,58060,LB,N TEXAS,1,0,,0,0,251,,60.0,61.7,,60.0,,,0,0,1,1,0.0,0,0
Jordan Cole,58069,LB,N ILLINOIS,10,6,2.7,0,0,254,69.9,64.9,51.2,55.5,61.8,52.4,20.0,6,1,242,250,5.4,13,18
Rayshawn Gay,58071,LB,N ILLINOIS,2,0,16.0,0,0,254,63.9,65.5,75.4,74.7,55.4,37.4,50.0,1,0,14,15,0.0,0,1
Michael Kennedy,58072,ED,N ILLINOIS,7,0,1.7,0,0,254,63.0,69.4,81.8,65.2,66.8,79.5,0.0,0,0,31,32,6.5,2,3
Chris Bergin,58080,S,NWESTERN,12,10,4.8,0,0,256,68.1,71.4,88.7,64.9,75.1,51.1,13.0,6,0,321,325,4.7,15,30
Peter McIntyre,58082,LB,NWESTERN,5,0,,0,0,256,55.0,57.8,76.3,,61.8,73.2,,0,0,24,25,0.0,0,0
Blake Gallagher,58083,LB,NWESTERN,12,23,2.2,0,0,256,73.9,77.5,88.6,54.3,77.7,71.6,9.7,7,0,345,349,9.3,32,42
Troy Hudetz,58084,LB,NWESTERN,1,0,,0,0,256,60.0,47.4,66.1,,60.0,,,0,0,1,1,0.0,0,0
Erik Mueller,58085,LB,NWESTERN,6,1,3.3,0,0,256,49.7,68.1,0.0,,86.8,66.9,16.7,1,1,31,32,9.7,3,4
Jeremiah Owusu-Koramoah,58089,LB,NOTRE DAME,13,9,4.5,0,1,258,77.2,76.2,88.1,80.0,67.5,75.8,13.7,7,1,337,338,4.7,16,35
Drew White,58090,LB,NOTRE DAME,13,10,2.5,0,0,258,64.7,77.7,85.2,77.2,78.8,58.5,17.1,12,0,323,324,10.5,34,48
T.J. Robinson,58092,LB,OHIO,3,0,4.0,0,0,259,73.3,64.1,70.6,66.9,45.3,79.1,0.0,0,0,13,13,0.0,0,1
Pete Werner,58093,LB,OHIO STATE,14,6,3.1,0,0,260,74.8,70.8,80.6,47.3,70.1,65.5,16.7,8,1,265,269,9.1,24,34
Baron Browning,58095,LB,OHIO STATE,11,6,2.9,0,0,260,46.2,62.6,37.9,76.6,70.5,56.6,12.1,4,1,132,132,12.9,17,23
Levi Draper,58097,LB,OKLAHOMA,3,0,,0,0,261,78.8,72.6,72.0,56.3,55.2,77.9,,0,0,7,7,0.0,0,0
Kenneth Murray Jr.,58099,LB,OKLAHOMA,14,16,2.1,0,0,261,80.6,67.6,43.3,62.8,58.5,68.6,13.3,10,2,344,350,11.3,39,49
Patrick Macon,58102,LB,USF,10,20,3.6,0,1,327,41.7,53.6,0.0,76.7,60.5,49.6,15.5,11,3,240,243,10.4,25,40
Estefano Feliciano Jr.,58104,ED,DOMINION,2,1,,0,0,263,,50.6,75.7,58.3,50.6,26.8,50.0,1,0,11,11,0.0,0,0
Sampson Niu,58107,LB,OREGON,14,1,4.0,0,0,264,64.7,57.4,81.7,61.7,47.2,60.0,20.0,3,0,84,84,6.0,5,11
Isaac Slade-Matautia,58108,LB,OREGON,14,10,3.5,0,0,264,68.4,65.7,86.5,68.6,58.6,54.1,18.4,9,1,286,290,6.3,18,30
Brelin Faison-Walden,58110,LB,CHARLOTTE,7,6,3.0,0,0,136,57.7,58.4,81.6,52.8,61.6,78.8,5.9,1,0,124,124,5.6,7,10
Max Chizmar,58111,LB,PENN STATE,3,1,3.0,0,0,266,55.3,57.6,72.9,,62.4,77.8,0.0,0,0,9,9,11.1,1,1
Ellis Brooks,58112,LB,PENN STATE,13,1,2.8,0,0,266,62.0,61.1,24.7,71.0,57.0,62.1,13.6,3,1,114,115,11.4,13,18
Cam Bright,58115,LB,PITTSBURGH,13,13,3.6,1,0,268,74.2,76.5,28.3,82.8,75.2,80.7,10.3,4,3,209,215,7.2,15,22
Cornel Jones,58119,LB,PURDUE,6,7,3.5,0,0,273,51.1,44.1,80.1,58.0,41.0,49.5,16.7,4,0,104,107,7.7,8,13
Derrick Barnes,58120,ED,PURDUE,12,12,3.9,0,0,273,62.1,62.9,79.7,63.8,59.6,73.2,13.7,7,1,363,371,4.7,17,32
Olakunle Fatukasi,58122,LB,RUTGERS,12,12,3.1,0,1,278,79.7,76.1,85.0,71.8,67.5,81.4,9.6,7,0,321,325,12.1,39,54
CJ Onyechi,58123,ED,RUTGERS,12,7,6.1,0,0,278,81.7,60.1,66.4,61.1,49.8,50.7,22.2,4,1,215,219,1.4,3,7
Tyshon Fogg,58124,LB,RUTGERS,12,13,4.0,0,0,278,52.2,65.8,81.5,70.3,71.0,82.6,9.6,7,0,294,295,11.6,34,53
Caden McDonald,58128,ED,S DIEGO ST,13,3,2.6,0,0,284,64.5,55.8,73.7,57.5,47.1,64.3,18.8,3,1,209,211,3.8,8,10
Andrew Aleki,58129,LB,S DIEGO ST,13,8,2.8,1,0,284,47.9,55.8,63.4,59.4,61.8,31.4,17.9,5,1,174,176,5.7,10,15
Seyddrick Lakalaka,58130,ED,S DIEGO ST,5,0,7.0,0,0,284,62.9,61.5,81.4,62.1,55.4,50.8,25.0,1,0,22,22,4.5,1,3
Shaine Hailey,58131,LB,SMU,7,1,3.9,0,0,287,57.9,52.8,77.6,54.9,49.1,40.7,20.0,2,0,50,50,6.0,3,7
Nick Mobley,58133,LB,S ALABAMA,12,33,4.0,0,0,288,58.9,57.4,83.4,79.6,52.5,76.9,10.2,9,0,412,418,6.3,26,46
Damani Staley,58136,LB,S CAROLINA,7,5,1.2,0,0,289,69.7,50.9,76.8,55.1,36.9,77.4,9.1,1,0,61,62,6.6,4,5
Eldridge Thompson,58138,LB,S CAROLINA,1,0,7.0,0,0,289,64.9,68.1,68.3,60.0,63.3,75.8,0.0,0,0,3,3,0.0,0,1
Sherrod Greene,58141,LB,S CAROLINA,12,6,2.6,1,0,289,64.3,69.7,33.0,67.5,74.3,67.2,12.1,4,1,186,189,9.7,18,23
Troy Kruchten,58154,LB,LA LAFAYET,3,1,3.0,0,0,207,61.5,75.5,73.6,68.6,71.4,76.0,0.0,0,0,12,12,8.3,1,1
Devin Thomas,58156,ED,SO MISS,2,0,4.5,0,0,296,,73.4,69.3,68.3,63.8,75.7,0.0,0,0,2,2,50.0,1,2
Zach Portlock,58157,LB,SO MISS,3,0,,0,0,296,60.3,32.9,67.8,,39.1,,,0,0,4,4,0.0,0,0
Santrell Latham,58158,LB,SO MISS,12,15,3.3,0,0,296,78.3,74.9,41.1,60.4,71.0,71.1,10.6,5,1,205,211,9.3,19,27
Tyrell Richards,58174,ED,SYRACUSE,10,3,-1.3,0,0,304,75.3,62.2,0.0,64.3,60.0,41.5,33.3,3,3,91,92,3.3,3,3
Audley Isaacs,58177,LB,TEMPLE,6,4,4.7,0,0,306,50.8,48.5,0.0,64.6,49.7,66.5,13.3,2,1,54,54,7.4,4,9
Cort Jaquess,58183,LB,TEXAS,2,0,1.0,0,0,311,65.2,62.0,72.5,58.4,56.8,49.4,50.0,1,0,11,11,9.1,1,1
Marqez Bimage,58184,ED,TEXAS,13,1,1.0,0,1,311,49.9,68.1,39.9,67.3,70.7,28.0,18.2,2,1,78,80,9.0,7,8
Anthony Hines III,58187,LB,TEXAS A&M,13,6,3.5,0,0,312,46.0,50.6,82.3,59.3,53.0,59.7,16.1,9,0,323,329,7.4,24,41
Buddy Johnson,58189,LB,TEXAS A&M,13,15,2.4,0,1,312,45.1,52.3,88.4,62.9,57.1,57.0,12.5,8,0,336,342,9.2,31,41
Malik Alley,58190,LB,TEXAS ST,4,0,5.8,0,0,314,54.0,60.0,74.6,58.4,64.2,80.9,0.0,0,0,28,28,7.1,2,6
London Harris,58192,ED,TEXAS ST,1,1,9.0,0,0,314,,58.1,70.3,,58.4,75.7,0.0,0,0,5,5,0.0,0,1
Riko Jeffers,58197,LB,TEXAS TECH,12,10,2.7,0,0,315,29.6,45.7,40.3,61.8,56.1,60.6,13.3,8,2,370,378,7.8,29,42
Kevin Nixon,58198,ED,TROY,4,2,1.0,0,0,318,70.7,65.2,22.5,60.3,66.7,82.7,0.0,0,1,58,61,10.3,6,8
Carlton Martial,58199,LB,TROY,12,24,1.9,1,2,318,89.4,91.3,90.1,78.0,86.4,59.5,17.0,19,1,369,381,13.0,48,69
Justin Whisenhunt,58200,LB,TROY,10,6,5.3,0,0,318,54.3,49.8,86.0,51.5,47.8,53.3,20.0,6,0,168,171,4.2,7,18
Kj Vault,58202,LB,TULANE,3,0,6.0,0,0,319,70.5,73.8,73.0,61.9,69.1,75.3,0.0,0,0,13,15,0.0,0,1
Monty Montgomery,58203,LB,LOUISVILLE,9,1,4.0,0,1,210,52.2,66.9,0.0,87.9,74.3,75.2,7.7,1,3,57,57,10.5,6,11
Marvin Moody,58204,LB,TULANE,13,10,3.5,0,1,319,47.0,58.9,51.0,67.8,64.7,74.0,8.3,4,1,245,254,8.2,20,34
Kristopher Moll,58205,LB,UAB,13,14,3.4,0,1,321,72.0,70.8,0.0,85.1,63.0,62.3,17.3,13,4,340,348,9.1,31,48
Luke Brasher,58207,LB,UAB,9,4,4.4,0,0,321,58.9,63.7,78.7,64.7,65.9,47.9,25.0,3,0,45,47,6.7,3,5
Thomas Johnston,58210,ED,UAB,14,1,3.4,0,0,321,53.4,46.5,84.1,53.1,44.9,38.7,25.0,2,0,60,63,5.0,3,5
Fitzgerald Mofor,58214,ED,UAB,14,7,2.5,1,0,321,73.9,73.0,23.1,65.1,79.8,79.3,8.7,2,4,230,235,4.3,10,14
Jayce Smalley,58226,ED,UCLA,3,0,,0,0,324,61.3,64.1,76.2,63.6,60.6,,,0,0,7,7,0.0,0,0
Farrell Hester II,58232,LB,UNLV,12,17,4.8,0,0,325,57.3,61.4,82.7,55.0,65.0,75.9,6.9,4,0,261,265,6.5,17,37
Juliano Falaniko,58234,ED,USC,8,1,3.7,1,0,326,52.1,46.5,0.0,58.0,50.8,29.7,20.0,1,3,36,37,2.8,1,3
Hunter Echols,58237,ED,USC,7,1,5.0,0,0,326,55.2,58.1,87.3,57.0,60.5,26.8,50.0,2,0,68,70,0.0,0,1
Devin Lloyd,58238,LB,UTAH,14,14,4.2,0,0,328,60.2,69.5,66.9,69.8,72.0,65.2,14.1,9,2,293,298,8.9,26,41
Maika Magalei,58241,ED,UTAH ST,1,0,0.0,0,0,329,,70.4,69.5,,65.7,73.0,0.0,0,0,3,3,33.3,1,1
Kalaii Griffin,58250,LB,UTEP,5,1,2.0,0,0,330,53.1,48.9,78.1,54.1,46.6,59.3,20.0,2,0,64,65,9.4,6,7
Brayden DeVault-Smith,58259,LB,VANDERBILT,10,5,2.9,0,0,333,53.0,58.3,2.4,51.9,66.3,55.5,15.8,3,1,108,110,5.6,6,11
Dimitri Moore,58261,LB,VANDERBILT,12,15,3.5,0,0,333,53.4,52.9,32.8,56.9,55.5,72.1,10.7,8,5,369,376,8.9,33,52
Michael Owusu,58262,ED,VANDERBILT,7,1,0.0,0,0,333,61.5,58.7,81.9,61.1,55.7,79.7,0.0,0,0,44,46,11.4,5,5
Feleti Afemui,58263,LB,VANDERBILT,10,10,4.1,0,0,333,33.6,31.0,82.6,52.6,33.7,41.3,18.9,7,0,286,292,3.1,9,20
Rayshard Ashby,58267,LB,VA TECH,13,15,2.6,0,1,337,54.4,75.8,62.2,70.2,89.0,67.4,10.3,9,1,344,354,14.0,48,63
Dylan Rivers,58269,LB,VA TECH,3,1,,0,0,337,59.1,57.3,72.5,56.3,59.3,75.8,0.0,0,0,9,9,0.0,0,0
Jaylen Griffin,58270,ED,VA TECH,12,2,3.0,0,0,337,50.1,51.5,57.3,57.0,51.1,27.3,31.3,5,1,113,115,5.3,6,9
Ariel Ngata,58271,ED,WASHINGTON,8,1,3.3,0,0,340,64.9,52.6,0.0,56.4,59.4,61.1,12.5,1,4,44,47,9.1,4,6
Joe Tryon-Shoyinka,58272,ED,WASHINGTON,13,8,2.1,1,0,340,69.1,67.2,29.1,70.9,62.0,55.5,19.4,6,4,253,265,5.1,13,17
Fa'Avae Fa'Avae,58274,ED,WASH STATE,6,0,2.5,0,0,341,55.2,58.6,1.2,63.2,63.1,23.8,33.3,1,1,37,37,2.7,1,2
Willie Taylor III,58278,ED,WASH STATE,12,4,3.8,1,1,341,47.0,55.4,32.1,66.2,54.7,36.7,20.0,4,3,229,234,3.1,7,12
Karson Block,58279,ED,WASH STATE,13,7,2.5,0,0,341,61.7,57.6,58.0,55.7,58.6,54.1,19.0,4,1,165,167,4.8,8,10
Quondarius Qualls,58280,ED,W VIRGINIA,7,6,3.3,0,0,343,54.2,61.5,89.5,61.3,62.4,69.0,13.6,3,0,181,185,4.4,8,13
Kyle Bailey,58289,LB,W KENTUCKY,13,17,4.1,0,0,346,90.4,76.0,58.1,64.5,62.8,74.4,12.0,9,1,356,366,8.1,29,49
Juwuan Jones,58290,ED,W KENTUCKY,13,4,2.0,0,0,346,80.6,61.4,53.5,56.6,63.5,73.9,12.5,4,3,374,380,5.1,19,24
Roy McCree,58292,LB,W MICHIGAN,1,0,,0,0,347,,63.0,63.8,,61.8,26.3,100.0,1,0,3,3,0.0,0,0
