player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Daviyon Nixon,82488,DI,IOWA,13,2,1,,0,0,192,0,0,65.4,71.5,84.6,60.9,76.9,53.2,7,11,0,0,,17.2,5,0,0,0.0,0,3,0,15,0,1,366,351,35,278,35,3,0,15,247,118,0,22,22,3,0,21,0,0,0,
Dayonte Roberts,82489,DI,LA MONROE,4,0,0,,0,0,209,0,0,,65.2,77.7,59.3,65.6,58.3,0,1,0,0,,14.3,1,0,0,0.0,0,0,0,2,0,0,57,55,12,23,0,20,0,2,17,40,0,4,6,0,0,1,0,0,0,
Jacob Slade,82494,DI,MICH STATE,13,2,0,,0,0,223,0,0,60.0,64.9,83.6,64.2,62.3,53.3,3,8,0,0,,17.6,3,0,0,0.0,0,2,0,0,0,0,262,262,30,230,1,1,0,0,139,123,0,11,12,3,0,13,0,0,0,
Dashaun Mallory,82495,DI,MICH STATE,2,2,0,,0,0,223,0,0,,66.1,74.0,62.8,64.8,35.0,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,25,25,2,23,0,0,0,0,11,14,0,0,0,0,0,1,0,0,0,
Hal Northern,82496,DI,OLE MISS,8,0,1,,0,0,226,0,0,65.5,71.3,77.3,73.5,56.3,62.0,1,4,0,0,,12.5,1,0,0,0.0,0,0,0,0,0,0,86,86,0,26,1,59,0,0,46,40,0,4,7,1,0,5,0,0,0,
Quentin Bivens,82497,DI,OLE MISS,12,1,1,,0,0,226,0,0,60.4,67.1,79.9,65.6,65.1,55.3,0,9,0,0,,15.4,2,0,0,0.0,0,3,0,0,0,3,241,241,7,57,2,175,0,0,136,102,0,10,10,1,0,12,0,0,0,
Cameron Young,82499,DI,MISS STATE,8,0,0,,0,0,227,0,0,,57.7,79.9,57.6,57.5,72.0,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,64,64,28,36,0,0,0,0,29,35,0,3,4,1,0,1,0,0,0,
Tommy Togiai,82501,DI,OHIO STATE,14,5,1,,0,0,260,0,0,62.3,73.2,49.9,60.6,77.8,70.9,1,2,0,0,,5.3,1,0,1,0.0,0,0,0,0,0,0,247,247,36,204,0,7,0,0,120,127,0,10,13,1,0,3,0,0,0,
Isaac Hodgins,82503,DI,OREGON ST,12,6,1,,2,0,265,0,0,64.7,50.7,52.0,52.7,50.6,60.1,0,12,0,0,,14.3,3,0,2,0.0,0,3,0,1,0,1,593,592,41,286,44,221,0,1,326,266,0,10,12,3,0,15,0,0,0,
Judge Culpepper,82504,DI,PENN STATE,9,0,0,,0,0,266,0,0,,61.7,79.5,59.1,62.1,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,92,92,20,72,0,0,0,0,54,38,0,0,0,0,0,2,0,0,0,
PJ Mustipher,82505,DI,PENN STATE,13,9,0,,0,1,266,0,0,57.7,74.6,85.1,64.1,78.0,83.6,1,8,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,436,436,70,363,1,2,0,0,225,209,0,20,25,3,0,10,0,0,0,
Travis Sailo,82508,DI,TROY,12,6,1,,0,0,318,0,0,61.8,63.4,62.3,62.7,62.1,46.6,7,11,0,0,,20.0,5,0,1,0.0,0,3,0,2,0,0,415,413,5,263,49,96,0,2,216,199,0,15,14,2,0,21,0,0,0,
Will Choloh,82509,DI,TROY,12,12,0,,1,0,318,0,0,58.2,77.1,39.1,74.1,77.7,52.6,6,18,0,0,,12.3,7,0,4,0.0,0,4,0,6,0,0,572,565,236,320,0,9,0,7,314,258,0,30,38,3,0,28,0,0,0,
