player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Donovan Laie,81553,T,ARIZONA,12,100.0,2,109,64.6,71.5,56.3,3,17,500,100.0,100.0,97.4,3,23,3,870,0,58,812,870,523,523,0,0,347,0
Will Sherman,59662,T,COLORADO,12,100.0,0,143,62.5,74.2,59.3,1,11,450,100.0,100.0,98.2,12,14,2,870,0,0,5,870,477,477,0,865,393,0
Braeden Daniels,81891,G,UTAH,14,100.0,2,328,56.1,45.2,59.7,2,20,379,100.0,100.0,96.3,7,25,3,870,0,864,6,870,401,401,0,0,469,0
Cole Van Lanen,41583,T,WISCONSIN,13,100.0,0,349,72.6,65.3,74.0,4,6,358,100.0,100.0,97.2,5,15,5,869,0,0,869,869,371,371,0,0,498,0
Jake Burton,43915,T,UCLA,12,100.0,1,324,79.3,78.8,78.4,0,13,482,100.0,100.0,97.8,6,17,4,868,0,0,6,868,499,499,0,862,369,0
Nick Buchanan,36857,C,FLORIDA,13,100.0,0,163,58.0,61.2,54.4,2,12,496,100.0,100.0,98.2,1,16,2,868,868,0,0,868,533,533,0,0,335,0
Stone Forsythe,41795,T,FLORIDA,13,100.0,1,163,70.4,69.7,69.2,4,13,496,100.0,100.0,97.7,7,20,3,868,0,1,779,868,533,533,0,88,335,0
Sean Rhyan,72009,T,UCLA,12,99.9,0,324,57.6,54.6,59.5,6,30,499,99.8,99.8,96.2,4,37,1,868,0,0,855,869,513,514,0,0,355,14
Tim Lynott,26025,C,COLORADO,12,100.0,1,143,59.0,57.3,60.2,2,16,450,100.0,100.0,98.0,7,18,0,867,867,0,0,867,477,477,0,0,390,0
John Molchon,46921,G,BOISE ST,13,100.0,1,120,70.8,85.3,65.7,2,8,478,100.0,100.0,98.7,5,11,1,867,0,641,59,867,496,496,0,167,371,0
Kendrick Green,56642,G,ILLINOIS,13,100.0,3,187,78.9,66.6,83.3,2,15,434,100.0,100.0,97.4,7,20,3,866,115,751,0,866,459,459,0,0,407,0
Alex Palczewski,59738,T,ILLINOIS,13,100.0,3,187,74.1,69.9,76.2,2,16,434,100.0,100.0,97.5,9,20,2,866,0,0,0,866,459,459,0,864,407,2
Richie Petitbon,51663,G,ILLINOIS,13,100.0,0,187,66.9,81.1,62.8,3,7,434,100.0,100.0,98.6,2,11,1,866,0,0,0,866,459,459,866,0,407,0
Charlie Heck,36501,T,N CAROLINA,12,100.0,0,245,69.1,74.1,62.9,1,13,442,100.0,100.0,98.4,2,14,0,865,0,0,864,865,466,466,0,1,399,0
Arlington Hambright,60003,T,COLORADO,12,100.0,1,143,74.7,75.7,76.1,2,11,448,100.0,100.0,98.3,8,14,1,865,0,0,865,865,475,475,0,0,390,0
Mike Van Hoeven,41296,C,E MICHIGAN,13,100.0,0,160,68.1,71.6,65.8,2,10,488,100.0,100.0,98.6,2,13,1,865,865,0,0,865,522,522,0,0,343,0
Carter Warren,60023,T,PITTSBURGH,13,99.5,1,268,42.3,44.8,41.5,5,35,514,99.2,99.3,95.7,3,42,2,865,0,0,754,869,533,537,0,0,332,114
Vederian Lowe,59741,T,ILLINOIS,13,100.0,0,187,73.5,76.9,68.0,5,10,434,100.0,100.0,97.4,3,19,4,865,0,0,863,865,459,459,0,0,406,2
Jared Hilbers,36916,T,WASHINGTON,13,100.0,0,340,81.9,81.5,76.0,3,7,433,100.0,100.0,98.4,1,12,2,865,0,0,70,865,453,453,0,783,412,11
Jalen Allen,36842,G,CHARLOTTE,13,100.0,1,136,63.4,75.4,62.5,2,8,363,100.0,100.0,98.6,8,10,0,864,0,0,0,864,392,392,864,0,472,0
Teven Jenkins,41534,T,OKLA STATE,12,100.0,1,262,85.7,82.3,82.8,0,7,382,100.0,100.0,99.1,4,7,0,864,0,0,224,864,412,412,0,635,452,3
Tyler Linderbaum,82291,C,IOWA,13,100.0,0,192,81.7,80.0,79.8,2,6,440,100.0,100.0,98.9,1,9,1,864,864,0,0,864,464,464,0,0,400,0
Christian Darrisaw,77373,T,VA TECH,13,100.0,0,337,80.3,75.5,78.4,4,10,372,100.0,100.0,97.3,2,17,3,863,0,1,861,863,391,391,0,0,472,1
Hagen Meservy,59986,G,OHIO,13,100.0,0,259,66.3,67.9,65.5,2,15,368,100.0,100.0,96.6,3,21,4,861,0,0,0,861,390,390,857,3,471,0
Brandon Jones,59812,G,LA MONROE,12,100.0,0,209,65.8,61.5,66.4,0,10,433,100.0,100.0,98.8,3,10,0,860,0,268,0,860,454,454,591,0,406,0
Austen Pleasants,37066,T,OHIO,13,99.9,0,259,75.2,60.8,74.9,7,18,367,99.7,99.7,95.5,0,29,4,860,0,0,861,861,389,390,0,0,471,0
O'Cyrus Torrence,102821,G,LA LAFAYET,14,100.0,0,207,72.8,80.5,71.5,0,10,397,100.0,100.0,98.7,4,10,0,859,0,830,0,859,419,419,29,0,440,0
Carson Green,60118,T,TEXAS A&M,13,100.0,0,312,75.9,73.2,76.7,3,17,488,100.0,100.0,97.3,5,23,3,859,0,0,0,859,517,517,0,859,342,0
Dan Moore Jr.,60120,T,TEXAS A&M,13,100.0,3,312,60.3,60.8,62.6,2,21,488,100.0,100.0,97.0,9,26,3,859,0,0,859,859,517,517,0,0,342,0
Creed Humphrey,59996,C,OKLAHOMA,14,100.0,0,261,68.0,61.9,70.7,1,10,420,100.0,100.0,98.7,6,11,0,858,858,0,0,858,436,436,0,0,422,0
Marques Grimes,37176,T,OHIO,13,100.0,0,259,80.9,75.0,77.9,2,10,368,100.0,100.0,97.8,0,14,2,858,0,0,0,858,390,390,1,857,468,0
Luke Doerger,41758,C,TOLEDO,12,100.0,0,316,71.3,67.3,72.3,4,10,407,100.0,100.0,97.5,4,17,3,857,856,0,0,857,426,426,0,0,431,0
Nick Ford,60183,G,UTAH,14,100.0,0,328,64.0,56.9,68.2,3,16,381,100.0,100.0,96.7,12,22,3,857,0,0,0,857,403,403,738,119,454,0
Julian Good-Jones,36624,T,IOWA STATE,12,100.0,1,193,67.0,65.0,66.0,7,20,497,100.0,100.0,97.3,3,27,0,857,0,0,856,857,527,527,0,0,330,0
Corey Gaynor,59844,C,MIAMI FL,13,100.0,2,220,62.1,74.2,57.0,5,11,525,100.0,100.0,97.7,6,20,4,857,857,0,0,857,551,551,0,0,306,0
Dylan Parham,60953,G,MEMPHIS,14,100.0,1,218,70.5,68.1,70.8,1,19,428,100.0,100.0,96.5,5,25,5,857,0,856,0,857,452,452,0,1,405,0
Adam Gregoire,40748,T,KENT STATE,13,99.8,2,201,53.9,47.6,56.4,1,21,421,99.5,99.6,95.2,9,31,9,856,0,0,0,858,454,456,36,820,402,0
Miles Beach,41233,T,NEVADA,13,100.0,2,239,51.2,57.7,49.6,5,26,513,100.0,100.0,96.2,7,35,4,856,0,246,604,856,540,540,0,1,316,5
Tristan Wirfs,64818,T,IOWA,13,100.0,1,192,92.3,88.7,91.8,2,3,436,100.0,100.0,99.0,3,7,2,855,0,0,160,855,461,461,0,694,394,0
Chris Glaser,62780,G,VIRGINIA,14,100.0,1,335,66.4,50.9,71.8,9,17,527,100.0,100.0,96.8,3,30,4,855,2,6,0,855,555,555,846,0,300,0
Sosaia Mose,59947,C,N TEXAS,12,100.0,1,251,43.0,18.9,56.6,2,14,492,100.0,100.0,97.4,3,21,5,855,855,0,0,855,512,512,0,0,343,0
Thayer Munford Jr.,59994,T,OHIO STATE,14,100.0,1,260,76.9,67.2,78.1,1,14,399,100.0,100.0,96.9,6,20,5,855,0,0,855,855,423,423,0,0,432,0
Cameron Bell,39228,T,TOLEDO,12,100.0,2,316,55.1,52.7,54.8,6,24,406,100.0,100.0,95.3,4,34,4,855,0,0,89,855,425,425,0,762,430,3
Alex Losoya,40839,G,ARIZONA ST,13,100.0,1,110,49.6,52.8,49.5,4,19,474,100.0,100.0,96.9,8,26,3,855,0,854,0,855,502,502,1,0,353,0
Jarrett Patterson,81775,C,NOTRE DAME,13,100.0,0,258,73.9,76.0,73.2,2,5,472,100.0,100.0,99.3,5,7,0,854,854,0,0,854,497,497,0,0,357,0
Matt Farniok,41585,T,NEBRASKA,12,100.0,1,238,68.0,58.9,70.8,0,23,395,100.0,100.0,95.8,5,28,5,853,0,0,3,853,406,406,0,849,447,0
Blaise Andries,55233,G,MINNESOTA,13,100.0,0,225,60.2,36.1,64.5,6,10,351,100.0,100.0,97.2,3,18,2,852,0,562,56,852,375,375,0,232,477,1
Jason Erdmann,38609,G,WISCONSIN,13,100.0,0,349,72.7,60.8,74.4,7,7,338,100.0,100.0,97.9,4,14,0,852,14,188,0,852,350,350,641,0,502,0
Ben Brown,59869,G,OLE MISS,12,100.0,1,226,65.6,75.7,62.6,2,1,366,100.0,100.3,99.3,2,4,1,852,97,0,0,852,390,389,755,0,462,0
Tre'Vour Wallace-Simms,41855,G,MISSOURI,12,100.0,2,229,62.4,75.7,59.5,1,8,436,100.0,100.0,98.5,7,11,2,851,0,538,0,851,465,465,313,0,386,0
Trystan Colon,41117,C,MISSOURI,12,100.0,0,229,69.4,84.3,61.6,1,4,436,100.0,100.0,99.0,3,7,2,851,851,0,0,851,465,465,0,0,386,0
Kyle Stapley,81761,C,NEW MEXICO,12,100.0,0,241,64.5,82.1,60.2,1,3,374,100.0,100.0,98.9,5,6,2,851,850,0,0,851,406,406,0,0,445,0
Logan Bruss,60251,T,WISCONSIN,13,100.0,0,349,74.9,63.7,75.2,6,9,333,100.0,100.0,97.4,1,16,1,851,0,0,0,851,344,344,23,828,507,0
Jalen Mayfield,81725,T,MICHIGAN,13,100.0,0,222,70.2,68.8,69.3,3,23,424,100.0,100.0,96.7,3,27,1,851,0,0,0,851,458,458,0,851,393,0
Nate Warnock,59783,C,KENT STATE,13,100.0,0,201,62.5,68.5,62.9,1,7,412,100.0,100.0,98.8,8,9,1,850,849,0,1,850,445,445,0,0,405,0
DJ Scaife Jr.,77378,T,MIAMI FL,13,100.0,0,220,67.3,70.2,66.1,2,18,521,100.0,100.0,97.5,7,23,3,849,0,0,0,849,547,547,100,737,302,11
Barry Wesley,52018,T,COLO STATE,12,100.0,1,144,77.2,77.4,77.6,3,17,486,100.0,100.0,97.5,3,22,2,849,0,358,3,849,510,510,15,466,339,7
T.J. Storment,41643,T,COLO STATE,12,100.0,3,144,64.7,80.4,55.6,5,8,485,100.0,100.0,98.0,7,16,3,849,0,5,842,849,510,510,2,0,339,0
Colton Prater,46078,C,TEXAS A&M,13,100.0,0,312,58.5,50.4,63.6,6,15,480,100.0,100.0,97.0,7,25,4,848,848,0,0,848,509,509,0,0,339,0
Morgan James,51639,G,CINCINNATI,12,100.0,0,138,66.1,75.9,62.5,1,5,386,100.0,100.0,99.2,2,6,0,848,0,0,0,848,404,404,848,0,444,0
Alfred Edwards III,60190,T,UTAH ST,12,100.0,1,329,60.8,62.9,57.5,4,22,491,100.0,100.0,97.1,5,27,1,848,0,0,836,848,516,516,0,0,332,12
Marquis Hayes,60000,G,OKLAHOMA,13,100.0,1,261,61.1,80.2,58.0,0,10,410,100.0,100.0,98.8,8,10,0,848,0,848,0,848,424,424,0,0,424,0
Jack Snyder,41119,T,S JOSE ST,12,99.9,0,285,77.0,72.7,74.1,7,14,526,99.8,99.8,97.4,1,24,3,848,0,0,848,849,561,562,0,0,287,1
Kevin Dotson,46735,G,LA LAFAYET,14,100.0,2,207,92.1,85.2,92.3,0,2,391,100.0,100.0,99.5,3,3,1,847,0,0,0,847,411,411,847,0,436,0
Jalen McKenzie,60817,G,USC,13,100.0,1,326,60.1,68.8,58.3,5,10,515,100.0,100.0,98.0,6,18,3,847,0,0,0,847,541,541,690,157,306,0
Nik Urban,41887,G,NWESTERN,12,100.0,0,256,61.4,62.6,59.6,4,7,361,100.0,100.0,97.9,1,13,2,847,0,847,0,847,391,391,0,0,456,0
Cameron Clark,46229,T,CHARLOTTE,13,100.0,4,136,79.1,78.3,78.6,1,4,354,100.0,100.0,99.3,8,5,0,845,0,0,843,845,384,384,0,0,461,1
Liam Eichenberg,41851,T,NOTRE DAME,13,100.0,1,258,80.5,85.6,78.8,3,9,471,100.0,100.0,98.7,10,12,0,845,0,0,842,845,496,496,0,0,349,3
Aaron Banks,59983,G,NOTRE DAME,13,100.0,1,258,73.1,82.1,70.4,1,6,471,100.0,100.0,98.8,3,9,2,844,0,832,12,844,496,496,0,0,348,0
Keegan Cryder,57110,C,WYOMING,13,100.0,1,351,63.4,57.9,63.0,2,5,312,100.0,100.0,98.2,1,9,2,844,844,0,0,844,328,328,0,0,516,0
Dohnovan West,100546,G,ARIZONA ST,13,100.0,0,110,69.2,72.9,66.5,3,10,474,100.0,100.0,97.4,1,19,6,844,139,0,0,844,500,500,704,1,344,0
Quinn Oseland,36914,T,S JOSE ST,12,100.0,1,285,55.2,56.7,56.5,8,14,524,100.0,100.0,97.1,8,26,4,844,0,0,0,844,559,559,0,841,285,3
Trey Carter,54494,G,COAST CAR,12,100.0,0,141,64.0,66.7,62.5,2,5,375,100.0,100.0,99.1,4,7,0,843,143,0,0,843,400,400,700,0,443,0
Brenden Jaimes,59909,T,NEBRASKA,12,100.0,1,238,72.3,88.1,63.0,0,7,391,100.0,100.0,98.6,3,9,2,842,0,0,834,842,402,402,0,0,440,8
Drake Jackson,40872,C,KENTUCKY,13,100.0,2,202,78.0,76.2,78.7,1,5,297,100.0,100.0,98.7,7,7,1,842,842,0,0,842,321,321,0,0,521,0
Trevor Downing,77472,G,IOWA STATE,13,100.0,0,193,59.8,69.2,59.8,4,18,499,100.0,100.0,97.4,7,24,2,841,0,837,0,841,528,528,4,0,313,0
Troy Kowalski,46352,G,S JOSE ST,12,100.0,0,285,64.3,74.1,57.5,5,5,526,100.0,100.0,98.9,1,11,1,840,0,840,0,840,561,561,0,0,279,0
Eric Quevedo,37108,G,BOISE ST,12,100.0,2,120,63.3,62.1,63.9,13,11,451,100.0,100.0,97.3,4,24,0,840,0,0,0,840,470,470,840,0,370,0
Zion Nelson,98239,T,MIAMI FL,13,100.0,2,220,51.4,46.8,51.2,4,22,511,100.0,100.0,95.1,2,38,12,840,0,0,839,840,536,536,0,0,304,1
Blake Brandel,46282,T,OREGON ST,12,100.0,0,265,90.0,93.1,82.5,0,4,454,100.0,100.0,99.3,1,5,1,839,0,0,839,839,473,473,0,0,366,0
Chris Ferguson,31490,G,CINCINNATI,12,100.0,2,138,55.3,38.5,58.3,2,20,373,100.0,100.0,96.2,4,25,3,839,0,479,253,839,392,392,0,107,447,0
Sam Gerak,59970,G,NWESTERN,12,100.0,0,256,61.2,57.3,62.1,3,11,354,100.0,100.0,97.2,4,17,3,838,0,23,0,838,385,385,815,0,453,0
Jordan Steckler,39044,T,N ILLINOIS,12,100.0,0,254,81.1,90.5,71.9,2,4,417,100.0,100.0,99.3,3,6,0,836,0,0,0,836,434,434,5,831,402,0
Ryan Van Demark,55113,T,UCONN,12,100.0,0,146,68.1,70.8,62.2,3,21,435,100.0,100.0,96.3,3,28,4,836,0,0,834,836,454,454,0,0,382,0
Sidy Sow,59675,G,E MICHIGAN,12,100.0,0,160,65.9,69.1,63.4,2,16,477,100.0,100.0,98.1,2,18,0,836,0,790,46,836,509,509,0,0,327,0
Christian Haynes,77339,G,UCONN,12,100.0,1,146,66.6,65.3,69.0,2,14,436,100.0,100.0,97.0,7,21,5,835,0,0,0,835,455,455,835,0,380,0
Caleb Chandler,59814,G,LOUISVILLE,13,100.0,1,210,64.4,76.9,63.2,0,10,371,100.0,100.0,97.8,6,13,3,835,0,835,0,835,390,390,0,0,445,0
Derek Downs,58536,T,BOWL GREEN,12,100.0,3,122,64.4,64.4,64.6,2,14,374,100.0,100.0,97.6,5,17,1,834,0,0,0,834,389,389,0,833,445,0
Cam Jurgens,84014,C,NEBRASKA,12,100.0,1,238,44.1,46.1,43.9,1,13,389,100.0,100.0,98.2,3,14,0,834,834,0,0,834,400,400,0,0,434,0
Jack Kramer,37006,C,BOWL GREEN,12,100.0,1,122,68.8,75.2,69.2,3,3,374,100.0,100.0,98.9,6,7,1,833,832,0,0,833,389,389,0,0,444,0
Tristan Crowder,46149,G,TROY,11,100.0,0,318,67.3,76.7,61.8,5,11,500,100.0,100.0,98.0,0,18,2,833,0,0,1,833,535,535,831,0,298,0
Michal Menet,41448,C,PENN STATE,13,100.0,1,266,78.3,68.0,81.5,2,10,413,100.0,100.0,97.8,4,15,3,832,832,0,0,832,435,435,0,0,397,0
Branden Bowen,28023,T,OHIO STATE,13,100.0,0,260,75.7,72.7,74.1,4,10,395,100.0,100.0,97.7,2,16,2,832,0,0,0,832,419,419,3,829,413,0
Boss Tagaloa,44428,C,UCLA,12,100.0,0,324,60.2,49.7,64.2,2,28,466,100.0,100.0,96.4,5,32,2,832,832,0,0,832,479,479,0,0,353,0
Manase Mose,59950,G,N TEXAS,12,100.0,1,251,62.4,59.6,62.3,2,17,480,100.0,100.0,97.8,2,20,1,831,0,0,0,831,500,500,831,0,331,0
Sadarius Hutcherson,41336,T,S CAROLINA,12,99.2,2,289,61.2,60.5,63.0,6,11,473,98.5,98.6,97.8,8,19,2,831,0,52,748,838,494,501,0,0,337,35
Clay Cordasco,52126,G,OREGON ST,12,100.0,1,265,65.4,64.3,66.2,1,9,448,100.0,100.0,98.0,5,14,4,831,0,0,0,831,466,466,831,0,365,0
Mike Horton,25577,G,AUBURN,12,100.0,1,115,61.1,77.1,55.6,1,7,398,100.0,100.0,98.5,3,10,2,831,0,1,0,831,417,417,830,0,414,0
Willie Allen,41910,T,LA TECH,13,100.0,2,208,66.1,72.1,59.3,1,14,466,100.0,100.0,98.0,8,17,2,831,0,0,822,831,496,496,0,1,335,8
Nathan Monnin,60930,G,KENT STATE,13,99.9,0,201,64.7,74.0,63.4,0,4,409,100.0,99.8,99.0,4,6,2,830,0,0,0,831,444,445,830,0,386,1
Sid Acosta,60177,C,UNLV,12,100.0,0,325,73.0,73.3,71.1,1,4,428,100.0,100.0,98.7,1,8,3,830,830,0,0,830,444,444,0,0,386,0
Tremayne Anchrum Jr.,41813,T,CLEMSON,15,100.0,1,140,71.4,77.7,67.2,3,8,439,100.0,100.0,98.5,4,12,1,829,0,0,0,829,471,471,0,829,358,0
Ford Higgins,41067,C,NAVY,13,100.0,0,237,73.0,47.4,76.2,0,5,167,100.0,100.0,97.9,5,6,1,829,829,0,0,829,178,178,0,0,651,0
Josh Dunlop,60821,T,UTSA,12,100.0,1,331,73.2,79.7,66.4,3,8,453,100.0,100.0,98.6,3,12,1,829,0,0,0,829,468,468,0,826,361,0
Ahofitu Maka,100803,C,UTSA,12,100.0,2,331,61.5,39.1,69.2,1,22,454,100.0,100.0,97.0,7,25,2,828,828,0,0,828,467,467,0,0,361,0
Will Fries,41530,T,PENN STATE,13,100.0,3,266,68.4,65.7,68.6,3,15,406,100.0,100.0,96.8,6,22,4,827,0,0,0,827,427,427,0,827,400,0
Prince Tega Wanogho,44820,T,AUBURN,12,99.5,0,115,77.3,76.4,74.8,3,11,399,99.0,99.1,98.2,2,14,0,826,0,0,760,830,419,423,0,0,407,68
Colby Ragland,81872,T,UAB,13,100.0,0,321,53.3,51.2,52.8,4,21,333,100.0,100.0,95.6,2,27,2,826,0,0,824,826,348,348,0,0,478,1
Jared Hocker,60121,G,TEXAS A&M,13,100.0,0,312,70.7,64.4,73.2,3,16,467,100.0,100.0,97.3,2,22,3,826,0,826,0,826,495,495,0,0,331,0
Hunter Littlejohn,36901,C,INDIANA,12,100.0,1,190,61.2,76.2,52.9,1,11,467,100.0,100.0,98.3,2,14,2,825,825,0,0,825,502,502,0,0,323,0
Justin Polu,28976,T,UNLV,12,100.0,0,325,65.4,66.0,62.3,1,13,423,100.0,100.0,97.4,2,18,4,824,0,0,0,824,439,439,392,432,385,0
Tony Barnett,37068,G,DOMINION,12,100.0,0,263,53.5,47.2,52.0,4,17,482,100.0,100.0,97.6,1,22,1,823,0,823,0,823,504,504,0,0,319,0
Steven Gonzalez,28270,G,PENN STATE,13,100.0,0,266,75.5,72.6,76.4,1,8,409,100.0,100.0,98.7,2,10,1,822,0,822,0,822,430,430,0,0,392,0
Tyre Phillips,59874,T,MISS STATE,13,100.0,3,227,79.4,78.2,77.4,1,12,383,100.0,100.0,97.8,8,15,2,821,0,2,818,821,398,398,0,0,423,0
Boe Wilson,41394,G,NEBRASKA,12,100.0,0,238,54.8,71.0,51.0,2,8,384,100.0,100.0,97.9,3,13,3,821,0,0,0,821,395,395,821,0,426,0
Marcus McKethan,60811,G,N CAROLINA,12,100.0,0,245,59.9,77.2,55.1,3,8,419,100.0,100.0,98.4,4,12,1,821,0,0,0,821,441,441,821,0,380,0
Drew Dalman,52270,C,STANFORD,12,100.0,1,300,74.8,74.0,75.7,1,9,499,100.0,100.0,99.0,4,10,0,820,820,0,0,820,526,526,0,0,294,0
Jovaughn Gwyn,81839,G,S CAROLINA,11,100.0,0,289,63.8,74.3,59.9,2,6,477,100.0,100.0,99.0,2,9,1,819,0,0,0,819,497,497,818,0,322,0
Teton Saltes,42581,T,NEW MEXICO,12,100.0,1,241,72.0,71.3,70.7,1,12,360,100.0,100.0,97.4,5,16,3,819,0,0,0,819,390,390,0,819,429,0
Nolan Laufenberg,81539,G,AIR FORCE,13,100.0,0,101,82.3,60.7,81.1,1,8,129,100.0,100.0,96.5,2,9,0,818,0,716,0,818,141,141,102,0,677,0
Larnel Coleman,44146,T,UMASS,12,100.0,2,216,66.0,63.8,69.3,5,14,429,100.0,100.0,97.1,8,22,3,818,0,0,817,818,447,447,0,1,371,0
Brandon Kipper,52054,T,OREGON ST,12,100.0,3,265,69.6,70.6,73.7,5,16,439,100.0,100.0,97.4,13,22,1,818,0,0,8,818,456,456,0,809,362,0
Parker Boudreaux,41112,G,UCF,13,100.0,2,323,64.0,78.3,61.0,1,4,383,100.0,100.0,99.3,9,5,0,818,0,0,0,818,406,406,818,0,412,0
Paul Nosworthy,36547,G,BUFFALO,13,100.0,0,126,73.2,73.3,72.2,2,6,263,100.0,100.0,98.5,3,8,0,818,0,818,0,818,272,272,0,0,546,0
Nolan Ulizio,27360,T,PITTSBURGH,13,99.9,0,268,58.3,74.8,51.0,1,20,494,99.8,99.8,97.3,9,24,3,818,0,0,0,819,516,517,0,783,302,35
Andrew Thomas,59701,T,GEORGIA,13,100.0,1,173,92.7,89.0,91.7,0,8,382,100.0,100.0,98.7,2,9,1,817,0,0,816,817,410,410,0,0,407,1
Austin Stidham,60135,T,TROY,12,100.0,0,318,70.7,68.6,69.0,5,25,502,100.0,100.0,96.6,3,32,2,817,0,0,812,817,535,535,0,3,282,2
Darrin Paulo,37405,T,UTAH,14,100.0,0,328,66.2,79.0,59.2,1,8,369,100.0,100.0,98.0,3,12,3,817,0,0,815,817,390,390,0,0,427,1
Scott Hattok,58457,T,AIR FORCE,13,99.8,0,101,90.5,83.8,88.4,1,1,128,98.5,98.6,99.2,3,2,0,816,0,0,0,818,140,142,0,653,676,165
Brandon Kennedy,46813,C,TENNESSEE,13,100.0,0,307,59.9,53.2,62.2,4,9,407,100.0,100.0,97.9,4,15,2,815,815,0,0,815,432,432,0,0,383,0
Anthony McKinney,77581,T,TCU,11,100.0,2,305,63.4,73.7,58.0,8,17,414,100.0,100.0,96.3,7,28,3,815,0,0,812,815,432,432,0,0,383,3
Rudy Stofer,57111,T,WYOMING,13,100.0,1,351,56.3,54.9,57.8,5,20,299,100.0,100.0,94.8,6,28,3,815,0,0,811,815,314,314,0,0,501,4
Kelby Wickline,36313,T,W VIRGINIA,12,100.0,0,343,64.6,79.0,53.5,3,17,491,100.0,100.0,97.6,4,22,2,815,0,0,0,815,515,515,8,806,300,0
Adrian Magee,37336,G,LSU,15,100.0,0,211,71.7,70.9,74.7,1,16,500,100.0,100.0,97.7,6,20,3,815,0,606,131,815,519,519,68,10,296,0
Trent Hixson,59905,G,NEBRASKA,12,100.0,0,238,61.5,70.0,58.1,3,6,377,100.0,100.0,98.0,1,12,3,815,0,784,0,815,387,387,31,0,428,0
Peter Nestrowitz,57103,G,NAVY,13,100.0,1,237,72.8,64.0,72.5,1,6,163,100.0,100.0,97.2,4,8,1,814,0,0,0,814,174,174,814,0,640,0
Rakavius Chambers,57099,G,DUKE,12,100.0,2,154,59.2,59.2,60.9,4,9,410,100.0,100.0,98.2,5,14,1,814,0,0,0,814,427,427,814,0,387,0
Cole Spencer,60236,T,W KENTUCKY,13,100.0,0,346,81.8,87.4,72.9,3,6,452,100.0,100.0,99.0,0,9,0,813,0,0,812,813,468,468,0,0,345,0
Nick Rosi,77511,G,TOLEDO,12,100.0,3,316,80.9,83.9,78.6,1,7,392,100.0,100.0,98.7,4,9,1,813,0,812,0,813,410,410,0,0,403,0
Jacob Shoemaker,98656,T,S ALABAMA,12,100.0,2,288,51.6,52.0,49.6,4,15,356,100.0,100.0,96.2,2,23,4,813,0,0,810,813,383,383,0,0,430,0
Lorenz Metz,77486,T,CINCINNATI,13,100.0,4,138,49.8,38.1,68.3,2,19,371,100.0,100.0,96.4,18,24,3,811,0,0,98,811,389,389,0,713,422,0
Eli Johnson,40824,C,OLE MISS,12,100.0,1,226,50.9,57.8,48.7,3,9,358,100.0,100.3,98.0,3,13,1,811,811,0,0,811,378,377,0,0,433,0
Jacob Still,41563,C,ARK STATE,11,100.0,0,113,47.2,41.9,49.2,3,14,445,100.0,100.0,96.7,4,23,6,810,810,0,0,810,476,476,0,0,334,0
Nick Kaltmayer,36985,T,KANSAS ST,13,100.0,0,199,74.3,81.0,68.2,1,9,360,100.0,100.0,97.5,4,14,4,810,0,0,12,810,376,376,0,798,434,0
Adam Holtorf,36660,C,KANSAS ST,13,100.0,0,199,65.2,67.0,64.6,2,12,360,100.0,100.0,97.8,4,15,1,810,810,0,0,810,376,376,0,0,434,0
Brian Ankerson,41827,C,S ALABAMA,12,100.0,0,288,61.0,59.4,61.5,0,11,355,100.0,100.0,97.9,4,13,2,809,809,0,0,809,381,381,0,0,428,0
Tyler Mitchell,26880,G,KANSAS ST,13,100.0,0,199,70.1,86.0,66.9,1,8,360,100.0,100.0,98.7,4,9,0,809,0,0,0,809,376,376,797,12,433,0
Colton McKivitz,29314,T,W VIRGINIA,12,100.0,0,343,76.3,82.5,68.5,3,11,489,100.0,100.0,98.4,3,15,1,808,0,0,799,808,513,513,0,0,295,8
Simi Moala,81892,T,UTAH,14,100.0,3,328,50.8,42.9,54.5,4,30,362,100.0,100.0,94.5,5,37,3,808,0,0,78,808,382,382,0,730,426,0
Max Mitchell,81707,T,LA LAFAYET,14,100.0,0,207,81.9,79.1,80.2,4,9,370,100.0,100.0,97.7,2,15,2,807,0,83,314,807,385,385,0,394,422,16
Zion Johnson,99681,G,BOSTON COL,13,100.0,0,121,71.4,72.5,69.1,1,7,279,100.0,100.0,98.6,1,8,0,805,0,794,7,805,295,295,0,0,510,0
David Forney,40791,G,NAVY,13,100.0,0,237,65.9,47.2,67.2,1,11,163,100.0,100.0,96.3,4,12,0,804,0,804,0,804,174,174,0,0,630,0
Junior Angilau,77465,G,TEXAS,12,100.0,1,311,68.0,77.5,65.7,2,9,476,100.0,100.0,98.2,5,14,3,801,0,0,0,801,501,501,801,0,300,0
Bobby DeHaro,60194,G,UTEP,12,100.0,0,330,70.2,73.9,68.1,0,4,381,100.0,100.0,98.4,1,8,4,800,0,800,0,800,414,414,0,0,386,0
