player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Justin Eboigbe,98925,ED,ALABAMA,10,0,0,103,62.7,3,4,103,100.0,8.7,9,2,4.4,1,111,111,8,0,62.8,2,1,29,100.0,13.8,4,8.6,1,31,31,4
DJ Dale,98927,DI,ALABAMA,10,0,0,103,62.4,0,6,167,100.0,4.8,8,1,2.4,1,178,178,7,0,64.6,0,3,57,100.0,8.8,5,4.4,1,59,59,4
Ishmael Sopsher,98928,DI,ALABAMA,1,0,0,103,59.2,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Collin Clay,98929,ED,ARKANSAS,11,0,1,111,54.8,0,3,108,100.0,2.8,3,1,2.3,1,118,118,4,0,58.1,0,3,37,100.0,8.1,3,4.1,0,42,42,3
Eric Gregory,98930,ED,ARKANSAS,2,0,0,111,54.8,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,57.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Zach Williams,98931,ED,ARKANSAS,10,0,0,111,54.2,0,2,45,98.0,0.0,0,1,2.2,0,51,50,2,0,58.3,0,1,15,94.7,0.0,0,3.3,0,19,18,1
Marcus Miller,98933,DI,ARKANSAS,1,0,0,111,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Enoch Jackson,98935,DI,ARKANSAS,1,0,0,111,57.5,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,,0,0,0,,,0,,0,0,0,0
Reece Mullins,98937,ED,AUBURN,1,0,0,115,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Stone Handy,98938,DI,AUBURN,5,0,0,115,62.9,1,0,38,100.0,2.6,1,1,1.3,0,41,41,1,0,70.7,1,0,11,100.0,9.1,1,4.5,0,11,11,1
Trenton Townsend,98939,DI,AUBURN,1,0,0,115,60.0,0,1,1,100.0,0.0,0,0,50.0,0,1,1,1,0,,0,0,0,,,0,,0,0,0,0
Travon Walker,98940,DI,GEORGIA,12,1,0,173,60.5,1,8,154,98.8,5.8,9,1,6.2,5,165,163,14,0,64.1,0,5,80,100.0,7.5,6,9.4,5,85,85,10
Bill Norton,98941,ED,GEORGIA,3,0,0,173,54.7,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,54.7,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Tramel Walthour,98942,ED,GEORGIA,1,0,0,173,56.7,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,57.7,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tymon Mitchell,98943,DI,GEORGIA,2,0,0,173,62.1,1,0,11,100.0,9.1,1,0,4.5,0,11,11,1,0,63.6,1,0,6,100.0,16.7,1,8.3,0,6,6,1
Zion Logue,98944,DI,GEORGIA,2,0,0,173,60.8,0,2,15,100.0,6.7,1,0,6.7,0,16,16,2,0,63.8,0,2,7,100.0,14.3,1,14.3,0,7,7,2
Darius Robinson,98946,DI,MISSOURI,5,0,0,229,76.3,1,1,15,100.0,26.7,4,0,6.7,0,15,15,2,0,72.0,1,0,5,100.0,40.0,2,10.0,0,5,5,1
Z'Core Brooks,98947,DI,MISSOURI,1,0,0,229,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Isaiah McGuire,98948,ED,MISSOURI,6,0,0,229,70.1,0,2,30,96.9,20.0,6,1,3.3,0,32,31,2,0,71.9,0,2,8,100.0,37.5,3,12.5,0,8,8,2
Cavon Butler,98951,DI,KENTUCKY,1,0,0,202,72.2,0,1,15,100.0,20.0,3,0,3.3,0,15,15,1,0,68.4,0,1,3,100.0,33.3,1,16.7,0,3,3,1
Isaiah Gibson Sr.,98952,ED,KENTUCKY,1,0,0,202,60.4,1,1,13,100.0,7.7,1,0,7.7,0,13,13,2,0,58.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Joe Evans,98953,DI,LSU,4,0,0,211,55.0,0,0,23,100.0,0.0,0,0,0.0,0,23,23,0,0,55.7,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Lakia Henry,98956,LB,OLE MISS,12,0,0,226,62.1,2,3,29,11.3,10.3,3,2,12.1,1,265,30,6,0,61.3,0,1,13,16.7,7.7,1,11.5,1,78,13,2
Ashanti Cistrunk,98958,LB,OLE MISS,2,0,0,226,60.0,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Jahmar Brown,98981,LB,S CAROLINA,6,0,0,289,54.3,0,1,9,25.6,0.0,0,0,5.6,0,39,10,1,0,55.1,0,1,5,33.3,0.0,0,10.0,0,18,6,1
Henry To'oTo'o,98982,LB,TENNESSEE,13,0,0,307,55.0,4,6,42,12.1,0.0,0,1,11.9,0,379,46,10,0,54.4,2,5,24,17.9,0.0,0,14.6,0,145,26,7
Roman Harrison,98983,ED,TENNESSEE,9,0,0,307,61.7,0,3,68,100.0,10.3,7,0,5.1,2,70,70,5,0,63.3,0,2,27,100.0,14.8,4,11.1,2,28,28,4
Andre White,98990,LB,TEXAS A&M,11,0,0,312,62.7,1,3,30,27.0,10.0,3,0,13.3,2,122,33,6,0,57.0,0,2,15,34.0,6.7,1,13.3,1,47,16,3
Joe Mawad,98993,DI,TEXAS A&M,1,0,0,312,59.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Christian Harris,98996,LB,ALABAMA,13,0,0,103,58.4,4,5,27,12.0,3.7,1,1,16.7,0,225,27,9,0,71.7,2,1,7,11.9,14.3,1,21.4,0,59,7,3
King Mwikuta,98997,ED,ALABAMA,4,0,0,103,55.2,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,56.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Shane Lee,98998,LB,ALABAMA,13,0,0,103,61.6,2,11,72,19.0,5.6,4,2,16.0,5,405,77,18,0,62.2,0,9,44,33.3,9.1,4,19.3,4,147,49,13
Owen Pappoe,99006,LB,AUBURN,13,1,0,115,65.1,2,6,53,18.2,11.3,6,0,11.3,2,319,58,10,1,71.8,2,4,28,25.0,17.9,5,17.9,2,116,29,8
Nolan Smith,99014,ED,GEORGIA,14,0,0,173,69.9,4,10,174,91.0,9.8,17,0,6.9,5,199,181,19,0,70.1,3,6,82,93.4,13.4,11,9.1,3,91,85,12
Jermaine Johnson,99015,ED,GEORGIA,14,1,1,173,63.3,4,12,120,82.2,10.8,13,2,8.3,2,157,129,18,0,61.6,4,7,54,90.8,13.0,7,10.2,0,65,59,11
Trezmen Marshall,99017,LB,GEORGIA,5,0,0,173,57.1,0,0,4,27.8,0.0,0,0,0.0,0,18,5,0,0,58.3,0,0,1,18.2,0.0,0,0.0,0,11,2,0
Nakobe Dean,99018,LB,GEORGIA,14,0,0,173,64.3,1,5,33,19.5,9.1,3,0,9.1,0,185,36,6,0,63.5,0,3,21,26.7,14.3,3,7.1,0,86,23,3
Devin Nicholson,99021,LB,MISSOURI,5,0,0,229,49.6,0,0,24,25.0,0.0,0,0,0.0,0,112,28,0,0,51.0,0,0,9,26.1,0.0,0,0.0,0,46,12,0
Tra Wilkins,99025,LB,KENTUCKY,1,0,0,202,66.0,0,0,1,4.8,100.0,1,0,0.0,0,21,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Patrick Lucas Jr.,99039,DI,OLE MISS,3,0,0,226,58.8,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Sam Williams,99106,ED,OLE MISS,12,0,1,226,69.1,6,12,204,67.5,10.8,22,4,7.8,7,308,208,25,0,70.9,3,9,96,81.5,15.6,15,11.5,5,119,97,17
Jared Casey,99108,ED,KENTUCKY,3,0,0,202,63.7,0,2,21,47.7,14.3,3,0,4.8,0,44,21,2,0,58.7,0,0,9,69.2,11.1,1,0.0,0,13,9,0
K.D. McDaniel,99109,ED,KENTUCKY,2,0,0,202,56.3,0,4,19,79.2,5.3,1,0,10.5,0,24,19,4,0,57.8,0,2,10,100.0,10.0,1,10.0,0,10,10,2
J.J. Weaver,99111,ED,KENTUCKY,3,1,0,202,58.4,1,0,22,66.7,4.5,1,0,2.3,0,33,22,1,1,61.0,1,0,14,77.8,7.1,1,3.6,0,18,14,1
Martez Manuel,99173,S,MISSOURI,6,0,0,229,59.8,0,0,1,2.6,0.0,0,0,0.0,0,39,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Marcel Brooks,99177,ED,LSU,11,0,0,211,57.7,3,6,91,94.2,5.5,5,2,7.1,2,104,98,11,0,60.1,2,5,59,95.6,5.1,3,9.3,2,68,65,9
Chris Adimora,99266,CB,TEXAS,8,0,0,311,50.3,0,1,15,20.3,0.0,0,0,3.3,0,79,16,1,0,55.9,0,0,1,9.1,0.0,0,0.0,0,22,2,0
Tyler Owens,99271,S,TEXAS,4,0,0,311,59.7,0,0,1,2.2,0.0,0,1,0.0,0,46,1,0,0,59.7,0,0,1,5.3,0.0,0,0.0,0,19,1,0
Will Jones II,99276,CB,KANSAS ST,2,0,0,199,59.2,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,59.2,0,0,1,33.3,0.0,0,0.0,0,3,1,0
D.J. Miller Jr.,99283,CB,IOWA STATE,9,0,0,193,57.1,0,0,2,2.5,0.0,0,0,0.0,0,79,2,0,0,,0,0,0,0.0,,0,,0,11,0,0
Wyatt Harris,99298,LB,TCU,8,0,0,305,63.0,1,1,12,9.7,0.0,0,0,16.7,1,145,14,3,0,53.2,0,1,5,11.4,0.0,0,10.0,0,44,5,1
Parker Workman,99300,ED,TCU,9,0,0,305,61.2,1,8,103,96.4,12.6,13,0,5.3,1,111,107,10,0,67.0,0,6,35,95.0,22.9,8,11.4,1,40,38,7
Colt Ellison,99301,ED,TCU,6,0,1,305,57.2,1,7,91,96.2,5.5,5,1,4.4,0,105,101,8,0,57.9,0,5,30,97.0,10.0,3,8.3,0,33,32,5
Ben Kopenski,99303,LB,OKLA STATE,1,0,0,262,59.6,0,1,1,33.3,0.0,0,0,50.0,0,3,1,1,0,,0,0,0,,,0,,0,0,0,0
Trace Ford,99307,ED,OKLA STATE,13,2,0,262,61.9,3,28,198,63.4,8.1,16,1,8.8,2,325,206,33,1,59.8,2,14,99,89.7,8.1,8,8.1,0,116,104,16
Kody Walterscheid,99308,ED,OKLA STATE,1,0,0,262,56.2,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0
Garmon Randolph,99314,LB,BAYLOR,3,0,0,118,55.9,0,0,5,41.7,0.0,0,0,0.0,0,12,5,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Niadre Zouzoua,99315,ED,BAYLOR,10,0,0,118,57.4,0,3,88,100.0,5.7,5,0,4.0,2,91,91,5,0,58.5,0,0,13,100.0,0.0,0,7.7,1,13,13,1
Jacoby Jones,99317,ED,TEXAS,11,0,0,311,64.3,2,7,77,98.7,10.4,8,0,5.8,0,79,78,9,0,65.1,1,3,20,100.0,15.0,3,10.0,0,20,20,4
T'Vondre Sweat,99321,DI,TEXAS,13,2,0,311,59.2,0,1,132,100.0,3.0,4,0,1.1,1,133,133,2,1,64.2,0,0,25,100.0,0.0,0,4.0,1,25,25,1
Malcolm Lee,99323,DI,KANSAS,10,0,0,198,53.9,0,3,118,100.0,1.7,2,0,2.1,1,131,131,4,0,58.7,0,3,23,100.0,8.7,2,6.5,0,24,24,3
Jordan Jefferson,99325,DI,W VIRGINIA,11,1,0,343,55.1,0,5,85,100.0,2.4,2,0,2.9,0,89,89,5,0,53.3,0,1,23,100.0,0.0,0,2.2,0,25,25,1
Marcus Stripling,99327,ED,OKLAHOMA,14,0,0,261,59.3,0,2,80,100.0,6.3,5,0,2.5,1,89,89,3,0,57.3,0,1,19,100.0,10.5,2,2.6,0,23,23,1
Kori Roberson Jr.,99328,DI,OKLAHOMA,4,0,0,261,52.3,0,2,20,100.0,5.0,1,1,5.0,0,22,22,2,0,56.9,0,0,5,100.0,0.0,0,0.0,0,5,5,0
LaRon Stokes,99330,DI,OKLAHOMA,13,0,0,261,58.7,1,14,222,98.8,5.0,11,1,3.8,1,242,239,16,0,60.6,0,6,50,100.0,12.0,6,6.0,0,61,61,6
Tony Bradford Jr.,99335,ED,TEXAS TECH,11,0,0,315,63.2,4,8,141,98.7,9.9,14,0,5.7,2,150,148,14,0,62.5,2,1,28,100.0,14.3,4,5.4,0,29,29,3
Soni Misi,99339,DI,TCU,1,0,0,305,57.1,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,57.5,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Xavier Ross,99340,ED,OKLA STATE,1,0,0,262,69.9,1,0,6,100.0,16.7,1,0,8.3,0,6,6,1,0,,0,0,0,,,0,,0,0,0,0
Dylon Carnagey,99341,DI,OKLA STATE,1,0,0,262,58.1,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Sione Asi,99343,DI,OKLA STATE,2,0,0,262,56.1,0,1,19,100.0,0.0,0,0,2.6,0,20,20,1,0,56.5,0,1,6,100.0,0.0,0,8.3,0,7,7,1
TJ Franklin,99348,ED,BAYLOR,11,0,0,118,56.1,1,3,57,100.0,3.5,2,0,3.5,0,61,61,4,0,55.3,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Harrison White,99349,ED,BAYLOR,1,0,0,118,57.8,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Gabe Hall,99350,DI,BAYLOR,8,0,0,118,63.1,1,2,60,98.4,6.7,4,1,2.5,0,62,61,3,0,57.1,0,0,5,83.3,0.0,0,0.0,0,6,5,0
Juwan Mitchell,99368,LB,TEXAS,11,1,0,311,60.5,2,10,62,21.3,3.2,2,1,12.9,2,300,64,14,0,49.2,0,4,27,30.2,0.0,0,7.4,0,96,29,4
Marcus Tillman Jr.,99369,LB,TEXAS,1,0,0,311,67.8,1,0,1,16.7,0.0,0,0,50.0,0,6,1,1,0,,0,0,0,0.0,,0,,0,2,0,0
David Gbenda,99370,LB,TEXAS,1,0,0,311,53.1,0,0,6,58.3,0.0,0,0,0.0,0,12,7,0,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Hayden Hatcher,99373,ED,KANSAS,1,0,0,198,58.8,0,0,1,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,0,100.0,,0,,0,1,1,0
Jared Bartlett,99374,LB,W VIRGINIA,4,0,0,343,51.3,3,3,48,59.5,4.2,2,0,6.3,0,84,50,6,0,54.0,1,2,24,75.8,8.3,2,6.3,0,33,25,3
Dee Winters,99376,LB,TCU,8,1,0,305,70.4,3,3,14,11.6,0.0,0,0,35.7,2,155,18,8,0,56.4,1,0,7,18.2,0.0,0,7.1,0,55,10,1
Relijah Sherman,99381,LB,OKLA STATE,1,0,0,262,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Khalid Duke,99387,ED,KANSAS ST,7,1,1,199,63.5,1,3,52,93.1,13.5,7,1,7.7,2,58,54,6,0,62.5,1,3,23,88.9,21.7,5,13.0,1,27,24,5
Matt Jones,99396,LB,BAYLOR,4,0,0,118,77.0,0,1,1,6.3,0.0,0,0,150.0,1,16,1,2,0,,0,0,0,,,0,,0,0,0,0
Kosi Eldridge,99397,S,TEXAS TECH,4,0,0,315,59.5,2,2,7,25.0,0.0,0,1,28.6,0,32,8,4,0,54.6,0,2,4,33.3,0.0,0,25.0,0,12,4,2
Tyrique Matthews,99398,LB,TEXAS TECH,4,0,0,315,57.3,0,0,3,18.8,0.0,0,0,0.0,0,16,3,0,0,,0,0,0,0.0,,0,,0,2,0,0
Noah Guzman,99499,LB,W VIRGINIA,8,0,0,343,56.7,0,1,9,8.0,11.1,1,0,5.6,0,113,9,1,0,59.8,0,1,6,10.9,16.7,1,8.3,0,55,6,1
Tykee Smith,99500,CB,W VIRGINIA,12,0,2,343,79.3,0,0,10,3.5,10.0,1,3,10.0,1,283,10,1,0,57.0,0,0,2,1.7,0.0,0,0.0,0,115,2,0
Millard Bradford,99504,S,TCU,9,0,0,305,62.2,1,0,5,6.9,0.0,0,1,10.0,0,72,5,1,0,66.0,1,0,2,13.3,0.0,0,25.0,0,15,2,1
Will Williams,99512,LB,BAYLOR,2,0,0,118,59.2,0,1,1,7.1,0.0,0,0,50.0,0,14,1,1,0,59.2,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Don Chapman,99721,S,N CAROLINA,7,0,0,245,76.5,0,1,2,1.7,0.0,0,0,75.0,1,180,3,2,0,79.1,0,0,1,2.6,0.0,0,100.0,1,76,2,1
Mikel Jones,99722,LB,SYRACUSE,11,0,0,304,63.9,1,4,41,28.7,12.2,5,2,8.5,1,157,45,6,0,70.3,0,0,10,36.1,20.0,2,10.0,1,36,13,1
Chico Bennett Jr.,99725,ED,GA TECH,7,0,0,176,57.6,0,2,47,90.7,6.4,3,0,4.3,1,54,49,3,0,62.9,0,1,19,100.0,15.8,3,7.9,1,19,19,2
Demetrius Knight Jr.,99728,LB,GA TECH,10,0,0,176,68.7,1,0,15,34.9,6.7,1,0,10.0,1,43,15,2,0,53.8,0,0,7,63.6,0.0,0,0.0,0,11,7,0
Kane Patterson,99729,LB,CLEMSON,5,0,0,140,77.9,0,1,4,21.7,25.0,1,0,37.5,1,23,5,2,0,67.4,0,1,2,28.6,50.0,1,25.0,0,7,2,1
Obi Egbuna,99738,CB,N CAROLINA,2,0,0,245,66.9,0,0,1,8.3,100.0,1,0,0.0,0,12,1,0,0,66.9,0,0,1,25.0,100.0,1,0.0,0,4,1,0
Kalen DeLoach,99740,LB,FLORIDA ST,5,0,0,167,61.5,0,2,6,31.6,16.7,1,0,16.7,0,19,6,2,0,58.6,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Lee Kpogba,99743,ED,SYRACUSE,1,0,0,304,59.1,0,0,0,100.0,,0,0,,0,1,1,0,0,59.1,0,0,0,100.0,,0,,0,1,1,0
Andrew Booth Jr.,99744,CB,CLEMSON,7,0,0,140,59.2,0,0,2,6.9,0.0,0,0,0.0,0,29,2,0,0,,0,0,0,0.0,,0,,0,9,0,0
Jordan Huff,99745,CB,GA TECH,1,0,0,176,57.1,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Eugene Asante,99748,LB,N CAROLINA,3,0,0,245,53.8,0,0,5,15.2,0.0,0,0,0.0,0,33,5,0,0,57.1,0,0,2,15.4,0.0,0,0.0,0,13,2,0
Jalyn Phillips,99751,S,CLEMSON,4,0,0,140,59.1,0,0,1,5.0,0.0,0,0,0.0,0,20,1,0,0,59.1,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Quashon Fuller,99758,ED,FLORIDA ST,1,0,0,167,57.5,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,57.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Keith Maguire,99760,LB,CLEMSON,2,0,0,140,59.1,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Kenan Johnson,99761,S,GA TECH,3,0,0,176,53.7,0,0,5,71.4,0.0,0,0,0.0,0,7,5,0,0,53.7,0,0,5,83.3,0.0,0,0.0,0,6,5,0
Raymond Woodie III,99762,S,FLORIDA ST,7,0,0,167,67.6,0,0,6,13.0,0.0,0,0,16.7,1,46,6,1,0,56.5,0,0,2,11.8,0.0,0,0.0,0,17,2,0
Geoffrey Cantin-Arku,99763,LB,SYRACUSE,2,0,0,304,59.2,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,,,0,,0,0,0,0
Etinosa Reuben,99766,DI,CLEMSON,2,0,0,140,60.0,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Ruke Orhorhoro,99768,DI,CLEMSON,10,0,0,140,63.7,0,1,31,100.0,9.7,3,0,4.8,1,32,32,2,0,71.1,0,1,12,100.0,25.0,3,12.5,1,12,12,2
Jaylon Scott,99771,LB,NC STATE,3,0,0,248,60.0,1,0,10,40.0,0.0,0,0,5.0,0,30,12,1,0,59.4,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Renardo Green,99773,CB,FLORIDA ST,10,0,0,167,60.0,0,0,1,1.0,0.0,0,2,0.0,0,98,1,0,0,,0,0,0,0.0,,0,,0,39,0,0
Lannden Zanders,99774,S,CLEMSON,10,0,0,140,80.4,1,0,3,5.8,33.3,1,0,50.0,1,52,3,2,0,,0,0,0,0.0,,0,,0,15,0,0
Brion Murray,99776,CB,VA TECH,6,0,0,337,59.6,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
T.C. Harrison,99779,LB,VIRGINIA,1,0,0,335,78.0,0,2,4,30.8,50.0,2,0,25.0,0,13,4,2,0,59.2,0,0,1,25.0,0.0,0,0.0,0,4,1,0
William Robertson,99785,ED,N CAROLINA,1,0,0,245,59.8,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jaleel McRae,99788,LB,FLORIDA ST,13,0,0,167,61.8,0,3,27,22.2,7.4,2,1,13.0,2,126,28,5,0,69.0,0,2,15,34.9,13.3,2,20.0,2,43,15,4
Brendan Gant,99793,LB,FLORIDA ST,11,0,0,167,63.9,2,5,34,23.0,11.8,4,4,10.3,0,152,35,7,0,62.9,1,3,12,23.5,16.7,2,16.7,0,51,12,4
Noah Taylor,99799,ED,N CAROLINA,1,0,0,245,59.2,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Raymond Vohasek,99805,DI,N CAROLINA,10,0,0,245,67.1,1,2,72,100.0,8.3,6,2,3.5,1,74,74,4,0,65.6,0,1,21,100.0,9.5,2,7.1,1,23,23,2
Tayquon Johnson,99807,DI,CLEMSON,1,0,0,140,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Derrick McLendon II,99810,ED,FLORIDA ST,4,0,0,167,62.6,1,2,15,81.0,20.0,3,0,10.0,0,21,17,3,0,64.8,1,2,11,92.9,27.3,3,13.6,0,14,13,3
Tomari Fox,99811,ED,N CAROLINA,12,0,0,245,64.8,1,8,119,89.6,9.2,11,1,3.8,0,135,121,9,0,62.4,1,3,42,82.7,14.3,6,4.8,0,52,43,4
Joe Rondi,99818,DI,SYRACUSE,2,1,0,304,62.2,0,0,15,100.0,0.0,0,0,0.0,0,17,17,0,0,58.5,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Khadry Jackson,99823,LB,N CAROLINA,4,0,0,245,66.8,0,1,2,7.4,50.0,1,0,25.0,0,27,2,1,0,59.2,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Drew Tuazama,99824,DI,SYRACUSE,1,0,0,304,65.5,0,0,11,100.0,0.0,0,1,0.0,0,12,12,0,0,70.0,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Tru Thompson,99831,DI,FLORIDA ST,12,0,0,167,60.8,1,5,147,100.0,4.8,7,0,2.7,1,153,153,7,0,63.3,1,2,38,100.0,5.3,2,6.6,1,39,39,4
Josh Fuga,99832,DI,VA TECH,1,0,0,337,57.3,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,57.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Tenyeh Dixon,99834,S,VIRGINIA,4,0,0,335,56.7,0,0,3,25.0,0.0,0,0,0.0,0,16,4,0,0,,0,0,0,0.0,,0,,0,3,0,0
Jaden Cunningham,99836,DI,VA TECH,1,0,0,337,57.5,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,58.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Mario Kendricks Jr.,99838,DI,VA TECH,13,0,0,337,60.7,2,7,165,98.8,6.1,10,0,4.5,3,171,169,12,0,60.4,2,5,58,96.7,8.6,5,7.8,1,61,59,8
Kristian Varner,99839,DI,N CAROLINA,1,0,0,245,57.3,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Mike Lockhart,99842,DI,GA TECH,4,0,0,176,55.3,0,1,20,100.0,0.0,0,0,2.5,0,21,21,1,0,56.6,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Ben Smiley,99845,DI,VIRGINIA,2,0,0,335,53.4,0,1,7,100.0,0.0,0,0,7.1,0,8,8,1,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Norell Pollard,99848,DI,VA TECH,13,0,0,337,64.1,5,9,247,98.8,6.5,16,0,4.5,4,260,257,18,0,64.5,4,6,86,98.9,10.5,9,8.1,2,92,91,12
Steve Linton,99849,ED,SYRACUSE,2,0,0,304,62.2,1,0,5,100.0,0.0,0,0,10.0,0,5,5,1,0,57.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Kevin Hester Jr.,99852,DI,N CAROLINA,1,0,0,245,66.5,1,0,2,100.0,50.0,1,0,25.0,0,2,2,1,0,66.5,1,0,2,100.0,50.0,1,25.0,0,2,2,1
Quevan Lawson,100279,ED,AKRON,3,0,0,102,65.8,0,0,4,100.0,25.0,1,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Russell Vaden IV,100280,S,E MICHIGAN,10,0,0,160,47.7,0,1,1,1.5,0.0,0,0,50.0,0,67,1,1,0,,0,0,0,0.0,,0,,0,14,0,0
Jordan Anderson,100285,S,BOWL GREEN,11,0,0,122,65.9,1,1,12,5.1,0.0,0,1,16.7,1,237,12,3,0,68.4,0,0,4,5.3,0.0,0,25.0,1,76,4,1
Davin Wilson,100287,CB,BOWL GREEN,4,0,0,122,54.7,0,0,1,2.1,0.0,0,0,0.0,0,95,2,0,0,58.7,0,0,1,3.1,0.0,0,0.0,0,32,1,0
Adetutu Daranijo,100292,S,AKRON,4,0,0,102,82.9,0,1,3,5.3,33.3,1,0,16.7,0,57,3,1,0,66.0,0,0,1,5.6,100.0,1,0.0,0,18,1,0
JaJuan Hudson,100296,CB,BOWL GREEN,10,0,1,122,53.1,0,1,5,2.2,0.0,0,2,10.0,0,278,6,1,0,,0,0,0,0.0,,0,,0,86,0,0
A.J. Watts,100297,CB,AKRON,10,1,0,102,65.2,0,0,10,5.0,0.0,0,1,10.0,1,221,11,1,0,59.9,0,0,1,1.8,0.0,0,0.0,0,56,1,0
Darren Anders,100304,LB,BOWL GREEN,4,0,0,122,69.3,1,0,7,29.2,0.0,0,0,21.4,1,24,7,2,0,68.1,0,0,2,25.0,0.0,0,50.0,1,8,2,1
Jabbar Price,100312,ED,KENT STATE,13,0,1,201,57.9,1,2,82,93.8,7.3,6,1,3.0,1,97,91,4,0,59.9,0,1,31,89.5,9.7,3,4.8,1,38,34,2
